Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Shrubland,26,28,13,3,13,16,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Grassland,0,3,3,3,2,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Cropland,5,6,2,0,0,4,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Wetland,90,0,74,32,68,56,15,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Lichens_and_Mosses,3,3,0,3,2,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Bareland,41,40,46,0,36,25,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Built-up,10,10,6,9,6,11,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Water,58,63,48,32,0,42,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Forest,37,35,21,23,31,0,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDN_M_R,Permanent_ice_and_snow,14,14,8,8,8,10,2,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Shrubland,0,0,0,0,0,0,0,44,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Grassland,0,0,0,0,0,0,0,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Cropland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Bareland,0,9,0,0,2,0,0,61,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Built-up,0,1,0,0,0,0,0,12,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Forest,0,15,0,0,5,0,0,66,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Wetland,0,0,0,0,15,0,0,237,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Water,0,17,0,0,0,0,0,49,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,14,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R,Shrubland,0,0,0,0,9,0,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R,Grassland,0,0,0,0,8,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDN_M_R,Wetland,0,0,0,0,106,0,0,0,34,0,0,0
