Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,Bareland,0,0,0,0,82,0,0,0,0,27,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,Built-up,0,0,0,0,8,0,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,Water,0,0,0,0,0,0,0,0,0,117,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,Forest,0,0,0,0,38,0,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,Cropland,0,0,0,0,5,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXC_M_R,Permanent_ice_and_snow,0,0,0,0,16,0,0,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Water,35,52,65,54,0,50,20,0,0,0,26,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Cropland,2,0,2,3,0,0,0,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Wetland,47,0,71,74,29,67,44,0,0,0,42,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Bareland,13,27,60,0,11,37,49,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Built-up,4,3,6,8,0,0,0,0,0,0,1,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Permanent_ice_and_snow,10,4,11,13,0,14,12,0,0,0,8,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Forest,24,4,29,31,2,0,5,0,0,0,14,0
SIBERIA_2024_GLC_FCS30D_2022_42WXC_M_R,Shrubland,27,0,37,43,0,41,16,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Wetland,0,0,0,17,83,32,12,94,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Water,0,113,0,20,0,11,3,75,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Grassland,0,11,0,1,7,3,1,11,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Lichens_and_Mosses,0,11,0,3,7,0,2,10,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Bareland,0,62,0,0,34,12,7,43,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Built-up,0,1,0,1,0,0,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Forest,0,49,0,1,24,0,0,27,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Shrubland,0,63,0,1,24,13,1,36,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXC_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,Grassland,0,8,0,6,0,6,0,0,0,0,11,0
SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,Water,0,84,0,77,0,53,0,4,0,0,97,0
SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,Wetland,0,0,0,67,13,58,0,0,0,0,82,0
SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,Lichens_and_Mosses,0,7,0,12,2,1,0,0,0,0,9,0
SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,Bareland,0,8,0,0,0,3,0,0,0,0,9,0
SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,Forest,0,3,0,2,0,0,0,0,0,0,12,0
SIBERIA_2024_ESA_CALU_2024_42WXC_M_R,Built-up,0,3,0,1,0,0,0,0,0,0,1,0
