Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Shrubland,3,3,1,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Grassland,0,3,0,0,1,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Cropland,10,9,2,1,2,2,8,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Wetland,41,0,17,17,13,32,37,11,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Lichens_and_Mosses,3,3,0,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Bareland,12,8,4,0,4,11,12,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Built-up,19,16,6,11,0,10,17,1,1,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Water,39,36,16,27,8,0,36,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Forest,22,25,10,8,8,14,0,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPL_M_R,Permanent_ice_and_snow,11,6,0,4,3,6,9,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Cropland,0,0,0,0,0,0,0,0,0,10,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Bareland,0,3,0,0,0,1,0,0,0,11,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Built-up,0,1,0,0,0,0,0,0,0,18,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Forest,0,3,0,0,0,2,0,0,0,28,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Wetland,0,0,0,0,0,2,0,0,0,111,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Water,0,10,0,0,0,0,0,0,0,31,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,Grassland,0,0,0,0,0,3,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,Cropland,0,0,0,0,0,3,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,Wetland,0,0,0,0,0,58,0,0,0,0,14,0
SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,Lichens_and_Mosses,0,0,0,0,0,4,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,Bareland,0,0,0,0,0,17,0,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_41VPL_M_R,Built-up,0,0,0,0,0,19,0,0,0,0,3,0
