,0
Water,956
Wetland,729
Forest,491
Bareland,459
Built-up,419
Non_Wetland,298
Grassland,268
Lichens_and_Mosses,217
Cropland,172
Shrubland,140
Permanent_ice_and_snow,118
Non_Water,113
