Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Shrubland,3,3,3,3,2,2,1,3,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Grassland,0,3,3,3,1,2,1,3,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Wetland,36,0,34,32,14,29,6,32,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Lichens_and_Mosses,3,3,0,3,2,2,1,3,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Bareland,14,6,18,0,11,16,11,11,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Built-up,20,8,15,19,0,12,2,18,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Water,39,34,43,42,17,0,19,35,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Permanent_ice_and_snow,20,19,23,24,10,19,0,19,0,0,0
SIBERIA_2024_WorldCover_2021_41WNQ_M_R,Forest,20,22,18,18,12,15,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Bareland,0,3,0,0,0,2,0,0,9,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Built-up,0,2,0,0,0,1,0,0,10,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Forest,0,3,0,0,0,2,0,0,25,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Wetland,0,0,0,0,0,2,0,0,120,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Water,0,9,0,0,0,0,0,0,26,0,0
SIBERIA_2024_GWL_FCS30D_2022_41WNQ_M_R,Permanent_ice_and_snow,0,3,0,0,0,2,0,0,19,0,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Shrubland,0,0,0,0,0,6,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Grassland,0,0,0,0,0,8,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Wetland,0,0,0,0,0,72,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Lichens_and_Mosses,0,0,0,0,0,10,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Bareland,0,0,0,0,0,35,0,0,0,9,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Built-up,0,0,0,0,0,34,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Water,0,0,0,0,0,0,0,0,0,71,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,46,0,0,0,12,0
SIBERIA_2024_GSW_Yearly_2021_41WNQ_M_R,Forest,0,0,0,0,0,45,0,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,Water,12,9,24,26,21,0,4,24,0,0,25
SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,Wetland,13,0,16,17,14,2,0,20,0,0,22
SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,Bareland,0,3,9,0,12,6,5,12,0,0,13
SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,Built-up,4,2,14,16,0,1,0,13,0,0,17
SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,Permanent_ice_and_snow,13,3,18,22,18,8,0,21,0,0,23
SIBERIA_2024_GLC_FCS30D_2022_41WNQ_M_R,Forest,12,3,16,18,9,2,0,0,0,0,23
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Water,0,27,0,30,17,0,34,19,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Grassland,0,3,0,1,1,1,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Lichens_and_Mosses,0,3,0,3,3,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Bareland,0,3,0,0,3,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Built-up,0,2,0,3,0,1,3,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Forest,0,3,0,1,3,2,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Wetland,0,0,0,13,8,11,19,17,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41WNQ_M_R,Permanent_ice_and_snow,0,0,0,3,0,1,0,0,0,0,0
