Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Forest,Water,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Shrubland,3,3,2,1,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Grassland,0,3,1,1,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Cropland,11,16,3,4,4,13,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Wetland,39,0,22,24,21,38,28,7,1,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Lichens_and_Mosses,3,3,0,2,0,3,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Bareland,13,12,10,0,11,12,7,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Built-up,14,14,7,12,0,16,8,1,1,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Water,37,39,25,28,14,38,0,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Forest,18,18,8,8,11,0,9,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VEJ_M_R,Permanent_ice_and_snow,11,13,4,9,7,12,4,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Bareland,0,3,0,0,0,0,2,0,0,15,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Built-up,0,1,0,0,0,0,1,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Forest,0,3,0,0,0,0,2,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Cropland,0,0,0,0,0,0,0,0,0,16,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Wetland,0,0,0,0,0,0,2,0,0,121,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Water,0,10,0,0,0,0,0,0,0,25,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VEJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,13,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Grassland,0,0,0,0,0,0,5,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Wetland,0,0,0,0,0,0,69,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,6,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Bareland,0,0,0,0,0,0,27,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Built-up,0,0,0,0,0,0,21,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Water,0,0,0,0,0,0,0,0,0,0,57,0
SIBERIA_2024_GSW_Yearly_2021_43VEJ_M_R,Forest,0,0,0,0,0,0,33,0,0,0,5,0
