Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Shrubland,3,3,2,1,2,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Grassland,0,3,2,1,1,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Wetland,39,0,22,16,11,30,38,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Lichens_and_Mosses,3,3,0,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Bareland,9,6,5,0,5,8,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Built-up,5,6,4,6,0,2,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Water,40,40,23,23,5,0,37,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Forest,20,20,11,8,8,10,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Cropland,4,5,3,1,0,0,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWU_M_R,Permanent_ice_and_snow,20,19,11,8,7,12,17,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Bareland,0,1,0,0,0,1,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Built-up,0,1,0,0,0,1,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Forest,0,3,0,0,0,2,0,23,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Cropland,0,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Wetland,0,0,0,0,0,2,0,88,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Water,0,7,0,0,0,0,0,24,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,18,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Shrubland,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Grassland,0,0,0,0,0,5,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Wetland,0,0,0,0,0,54,0,0,15,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Lichens_and_Mosses,0,0,0,0,0,6,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Bareland,0,0,0,0,0,14,0,0,3,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Water,0,0,0,0,0,0,0,0,50,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Forest,0,0,0,0,0,29,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Built-up,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWU_M_R,Permanent_ice_and_snow,0,0,0,0,0,21,0,0,5,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,Water,14,23,19,21,10,0,18,0,0,17,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,Cropland,3,0,4,4,2,0,3,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,Wetland,11,0,14,15,6,8,15,0,0,15,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,Bareland,4,1,7,0,5,2,3,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,Built-up,5,1,5,8,0,1,4,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,Permanent_ice_and_snow,11,7,12,16,11,1,12,0,0,14,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWU_M_R,Forest,8,8,11,13,6,2,0,0,0,12,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,Grassland,0,3,0,1,1,2,3,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,Wetland,0,0,0,11,2,14,16,0,0,0,2,21
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,Lichens_and_Mosses,0,3,0,2,1,2,1,0,0,0,1,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,Bareland,0,3,0,0,2,2,2,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,Forest,0,3,0,2,1,2,0,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,Water,0,27,0,9,0,0,12,0,0,0,0,22
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWU_M_R,Built-up,0,1,0,2,0,1,1,0,0,0,0,3
