Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Shrubland,3,3,3,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Grassland,0,3,1,1,0,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Cropland,7,13,2,1,1,0,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Wetland,38,0,28,17,4,27,31,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Lichens_and_Mosses,3,3,0,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Bareland,12,5,7,0,4,9,13,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Built-up,14,8,6,12,0,2,14,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Water,32,30,19,13,1,0,31,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Forest,21,16,13,11,8,15,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWS_M_R,Permanent_ice_and_snow,11,10,9,4,3,5,9,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Cropland,0,0,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Bareland,0,2,0,0,0,1,0,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Built-up,0,0,0,0,0,0,0,0,9,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Forest,0,3,0,0,0,2,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Wetland,0,0,0,0,0,2,0,0,102,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Water,0,7,0,0,0,0,0,0,20,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Grassland,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Cropland,0,0,0,0,0,6,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Wetland,0,0,0,0,0,52,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Lichens_and_Mosses,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Bareland,0,0,0,0,0,16,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Built-up,0,0,0,0,0,13,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Water,0,0,0,0,0,0,0,0,0,36,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Forest,0,0,0,0,0,28,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWS_M_R,Permanent_ice_and_snow,0,0,0,0,0,8,0,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,Water,7,7,12,22,11,0,17,0,0,0,18,3
SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,Cropland,1,0,3,5,0,0,3,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,Wetland,10,0,10,18,10,2,16,0,0,0,16,9
SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,Bareland,1,2,3,0,7,1,5,0,0,0,4,4
SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,Built-up,3,0,7,14,0,0,5,0,0,0,5,2
SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,Permanent_ice_and_snow,2,0,3,16,5,0,12,0,0,0,8,4
SIBERIA_2024_GLC_FCS30D_2022_42WWS_M_R,Forest,10,3,9,16,8,2,0,0,0,0,13,11
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,Grassland,0,3,0,0,1,0,3,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,Wetland,0,0,0,12,3,13,14,15,0,0,0,6
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,Bareland,0,3,0,0,3,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,Water,0,22,0,12,3,0,15,12,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,Forest,0,3,0,3,1,2,0,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,Lichens_and_Mosses,0,3,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWS_M_R,Built-up,0,1,0,1,0,0,1,1,0,0,0,0
