Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Shrubland,3,3,3,2,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Grassland,0,3,2,2,0,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Wetland,34,0,26,12,27,32,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Lichens_and_Mosses,2,1,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Bareland,11,12,5,0,8,11,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Built-up,7,4,2,6,1,8,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Water,30,33,21,21,0,32,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Forest,19,22,7,11,11,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Cropland,4,5,0,2,1,4,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVP_M_R,Permanent_ice_and_snow,13,17,8,8,9,14,1,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Bareland,0,2,0,0,0,0,0,14,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Forest,0,3,0,0,2,0,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Cropland,0,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Wetland,0,0,0,0,2,0,0,85,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Water,0,7,0,0,0,0,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,17,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Shrubland,0,0,0,0,5,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Grassland,0,0,0,0,8,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Wetland,0,0,0,0,54,0,0,0,9,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Lichens_and_Mosses,0,0,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Bareland,0,0,0,0,22,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Built-up,0,0,0,0,6,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Water,0,0,0,0,0,0,0,0,36,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Forest,0,0,0,0,32,0,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Cropland,0,0,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVP_M_R,Permanent_ice_and_snow,0,0,0,0,22,0,0,0,4,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R,Water,13,7,4,21,0,17,21,0,0,22,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R,Cropland,0,0,1,5,0,2,2,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R,Wetland,9,0,5,14,2,13,14,0,0,15,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R,Bareland,1,2,0,0,0,5,8,0,0,8,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R,Built-up,4,0,0,3,0,2,0,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R,Permanent_ice_and_snow,7,0,3,14,0,10,11,0,0,14,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVP_M_R,Forest,8,3,5,11,2,0,12,0,0,15,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVP_M_R,Grassland,0,3,0,1,1,3,1,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVP_M_R,Wetland,0,0,0,10,10,11,2,0,0,0,6,13
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVP_M_R,Bareland,0,2,0,0,2,2,1,0,0,0,2,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVP_M_R,Water,0,22,0,14,0,14,0,0,0,0,1,17
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVP_M_R,Forest,0,3,0,2,2,0,1,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVP_M_R,Lichens_and_Mosses,0,2,0,0,0,1,0,0,0,0,0,0
