Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow,Cropland
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Shrubland,6,24,3,3,5,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Grassland,0,3,3,3,2,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Wetland,40,0,43,26,73,5,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Lichens_and_Mosses,3,3,0,3,2,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Bareland,7,22,12,0,20,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Built-up,4,3,9,3,4,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Water,29,42,31,25,0,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Permanent_ice_and_snow,13,15,19,14,13,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Forest,9,18,6,1,4,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XWB_M_R,Cropland,0,1,0,0,0,0,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Shrubland,0,0,0,0,0,0,29,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Grassland,0,0,0,0,0,0,8,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,8,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Bareland,0,6,0,0,2,0,29,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Forest,0,0,0,0,0,0,18,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0,0
