Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow,Cropland
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Wetland,0,0,0,0,8,0,140,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Water,0,19,0,0,0,0,35,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XWB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,15,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Shrubland,0,0,0,0,12,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Grassland,0,0,0,0,7,0,0,2,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Wetland,0,0,0,0,110,0,0,21,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Lichens_and_Mosses,0,0,0,0,7,0,0,2,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Bareland,0,0,0,0,27,0,0,8,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Built-up,0,0,0,0,4,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Water,0,0,0,0,0,0,0,46,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Permanent_ice_and_snow,0,0,0,0,18,0,0,3,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Forest,0,0,0,0,10,0,0,2,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XWB_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Water,19,27,20,19,0,14,0,0,31,12,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Cropland,0,0,0,0,0,0,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Wetland,24,0,26,24,8,16,0,0,37,3,1,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Bareland,8,6,9,0,2,0,0,0,17,6,3,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Built-up,1,0,2,5,0,0,0,0,2,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Permanent_ice_and_snow,8,0,11,12,0,6,0,0,16,8,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Forest,4,0,4,5,0,0,0,0,9,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XWB_M_R,Shrubland,4,0,5,7,0,0,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,Wetland,0,0,0,16,32,26,0,0,0,0,30,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,Water,0,35,0,16,0,7,0,0,0,0,23,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,Grassland,0,5,0,0,2,3,0,0,0,1,3,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,Lichens_and_Mosses,0,5,0,3,2,0,0,0,0,1,3,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,Bareland,0,10,0,0,3,2,0,0,0,1,3,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XWB_M_R,Shrubland,0,8,0,0,3,4,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_45XWB_M_R,Grassland,0,0,0,1,0,0,0,0,2,0,0,0
SIBERIA_2024_ESA_CALU_2024_45XWB_M_R,Wetland,0,0,0,45,2,8,0,0,33,0,0,0
SIBERIA_2024_ESA_CALU_2024_45XWB_M_R,Water,0,23,0,17,0,0,0,0,10,0,0,0
SIBERIA_2024_ESA_CALU_2024_45XWB_M_R,Lichens_and_Mosses,0,0,0,1,0,0,0,0,1,0,0,0
