Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Shrubland,3,3,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Grassland,0,3,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Cropland,7,10,3,0,1,1,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Wetland,42,0,31,30,16,31,36,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Lichens_and_Mosses,3,3,0,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Bareland,18,16,14,0,8,13,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Built-up,17,16,6,11,0,12,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Water,40,39,31,34,15,0,38,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Forest,22,25,18,18,7,15,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXT_M_R,Permanent_ice_and_snow,12,11,6,5,3,6,10,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Cropland,0,0,0,0,0,0,0,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Bareland,0,3,0,0,0,2,0,19,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Built-up,0,2,0,0,0,2,0,19,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Forest,0,3,0,0,0,2,0,28,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Wetland,0,0,0,0,0,2,0,110,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Water,0,8,0,0,0,0,0,26,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,11,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Grassland,0,0,0,0,0,8,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Wetland,0,0,0,0,0,62,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Lichens_and_Mosses,0,0,0,0,0,10,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Bareland,0,0,0,0,0,34,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Built-up,0,0,0,0,0,24,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Water,0,0,0,0,0,0,0,0,65,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Forest,0,0,0,0,0,38,0,0,9,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXT_M_R,Permanent_ice_and_snow,0,0,0,0,0,10,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,Water,17,8,24,24,19,0,21,0,0,22,1,0
SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,Cropland,3,0,3,6,2,0,4,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,Wetland,14,0,16,18,12,2,16,0,0,16,5,0
SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,Bareland,8,3,13,0,14,2,13,0,0,15,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,Built-up,8,2,16,16,0,2,11,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,Permanent_ice_and_snow,7,0,9,15,4,0,10,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXT_M_R,Forest,16,3,16,16,12,2,0,0,0,18,3,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,Grassland,0,3,0,3,1,2,3,0,0,0,1,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,Wetland,0,0,0,16,14,12,17,0,0,0,6,19
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,Built-up,0,3,0,3,0,1,2,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,Water,0,24,0,23,19,0,20,0,0,0,2,16
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,Forest,0,3,0,2,2,2,0,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,Lichens_and_Mosses,0,3,0,3,3,2,3,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXT_M_R,Bareland,0,3,0,0,3,2,3,0,0,0,0,3
