Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Shrubland,3,3,1,2,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Grassland,0,3,0,1,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Cropland,10,17,1,2,1,0,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Wetland,38,0,16,24,12,25,36,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Lichens_and_Mosses,1,2,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Bareland,10,7,8,0,4,9,11,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Built-up,9,11,3,6,0,2,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Water,34,28,11,18,2,0,34,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Forest,19,22,8,9,11,11,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VMP_M_R,Permanent_ice_and_snow,13,12,3,7,4,4,14,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Cropland,0,0,0,0,0,0,0,0,17,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Bareland,0,3,0,0,0,2,0,0,10,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Built-up,0,1,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Forest,0,3,0,0,0,2,0,0,25,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Wetland,0,0,0,0,0,2,0,0,104,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Water,0,8,0,0,0,0,0,0,18,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VMP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,12,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Grassland,0,0,0,0,0,6,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Cropland,0,0,0,0,0,9,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Wetland,0,0,0,0,0,62,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Bareland,0,0,0,0,0,19,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Built-up,0,0,0,0,0,9,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Water,0,0,0,0,0,0,0,0,0,34,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Forest,0,0,0,0,0,37,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_44VMP_M_R,Permanent_ice_and_snow,0,0,0,0,0,16,0,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,Water,5,8,3,21,12,0,19,1,0,0,18,0
SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,Cropland,4,0,1,9,4,0,8,0,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,Wetland,9,0,5,19,14,2,17,9,0,0,18,0
SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,Bareland,3,3,0,0,4,2,9,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,Built-up,4,1,0,15,0,0,9,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,Permanent_ice_and_snow,5,0,1,16,6,0,14,0,0,0,11,0
SIBERIA_2024_GLC_FCS30D_2022_44VMP_M_R,Forest,8,3,5,20,10,2,0,6,0,0,18,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,Grassland,0,3,0,0,1,1,3,1,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,Wetland,0,0,0,11,4,13,17,10,0,0,0,20
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,Bareland,0,3,0,0,3,2,3,1,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,Water,0,24,0,11,4,0,15,1,0,0,0,18
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,Forest,0,3,0,3,3,2,0,2,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,Lichens_and_Mosses,0,1,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VMP_M_R,Built-up,0,2,0,1,0,0,2,0,0,0,0,2
