Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Shrubland,3,3,1,1,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Grassland,0,2,0,1,1,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Cropland,12,14,4,1,5,2,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Wetland,37,0,0,8,9,29,30,9,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Lichens_and_Mosses,2,2,0,1,1,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Bareland,9,5,4,0,2,6,5,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Built-up,14,10,8,10,0,8,15,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Water,37,36,5,11,3,0,34,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Forest,20,22,6,8,8,13,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNK_M_R,Permanent_ice_and_snow,9,7,3,3,3,2,9,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Grassland,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Cropland,0,0,0,0,0,0,0,0,14,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Bareland,0,1,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Built-up,0,2,0,0,0,1,0,0,10,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Forest,0,3,0,0,0,2,0,0,25,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Wetland,0,0,0,0,0,2,0,0,85,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Water,0,9,0,0,0,0,0,0,30,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNK_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,7,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Shrubland,0,0,0,0,0,3,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Grassland,0,0,0,0,0,2,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Cropland,0,0,0,0,0,3,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Wetland,0,0,0,0,0,40,0,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Bareland,0,0,0,0,0,6,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Built-up,0,0,0,0,0,14,0,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Water,0,0,0,0,0,0,0,0,0,43,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Forest,0,0,0,0,0,26,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNK_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,Water,7,9,12,18,18,0,16,14,0,0,15,0
SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,Cropland,1,0,5,9,3,0,8,0,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,Wetland,7,0,9,13,8,2,13,12,0,0,12,0
SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,Bareland,0,1,2,0,6,0,5,4,0,0,1,0
SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,Built-up,2,2,8,9,0,1,7,6,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,Permanent_ice_and_snow,2,0,2,7,9,0,6,3,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_41VNK_M_R,Forest,8,3,9,15,12,2,0,11,0,0,14,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Grassland,0,3,0,0,1,2,1,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Wetland,0,0,0,3,10,14,14,8,0,0,0,10
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Bareland,0,0,0,0,2,2,1,1,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Built-up,0,0,0,1,0,2,1,1,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Water,0,20,0,4,6,0,21,2,0,0,0,7
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Forest,0,3,0,1,2,2,0,2,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Lichens_and_Mosses,0,0,0,0,1,0,1,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNK_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
