Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Shrubland,3,2,3,1,3,2,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Grassland,0,1,3,1,1,2,0,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Cropland,18,0,17,5,6,8,4,13,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Wetland,44,22,0,28,31,31,36,41,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Lichens_and_Mosses,3,0,3,0,1,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Bareland,20,4,13,10,0,14,12,16,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Built-up,22,8,23,11,18,0,13,23,1,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Water,43,13,43,19,30,26,0,42,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Forest,22,8,22,6,13,13,14,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VCH_M_R,Permanent_ice_and_snow,13,3,16,2,9,10,8,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Cropland,0,0,0,0,0,0,0,0,0,19,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Bareland,0,0,3,0,0,0,2,0,0,16,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Built-up,0,0,3,0,0,0,2,0,0,26,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Forest,0,0,3,0,0,0,2,0,0,25,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Wetland,0,0,0,0,0,0,2,0,0,154,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Water,0,0,10,0,0,0,0,0,0,31,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VCH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,16,0,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Grassland,0,0,0,0,0,0,7,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Cropland,0,0,0,0,0,0,9,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Wetland,0,0,0,0,0,0,78,0,0,0,15,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,4,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Bareland,0,0,0,0,0,0,30,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Built-up,0,0,0,0,0,0,39,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Water,0,0,0,0,0,0,0,0,0,0,73,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Forest,0,0,0,0,0,0,33,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_43VCH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,13,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,Water,14,13,10,17,30,26,0,27,0,0,0,26
SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,Cropland,6,0,0,7,15,9,0,11,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,Wetland,16,15,0,17,21,20,2,23,0,0,0,24
SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,Bareland,4,5,3,6,0,12,2,14,0,0,0,16
SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,Built-up,11,8,3,15,18,0,2,17,0,0,0,17
SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,Permanent_ice_and_snow,6,5,0,6,17,11,0,13,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_43VCH_M_R,Forest,10,7,3,11,17,13,2,0,0,0,0,15
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Water,0,8,28,0,17,21,0,15,13,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Grassland,0,1,3,0,2,3,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Wetland,0,16,0,0,16,19,16,13,18,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Lichens_and_Mosses,0,1,3,0,1,2,2,1,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Bareland,0,2,3,0,0,3,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Built-up,0,2,3,0,3,0,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Forest,0,3,3,0,3,3,2,0,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VCH_M_R,Cropland,0,0,2,0,1,1,0,0,0,0,0,0
