Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Shrubland,3,2,2,1,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Grassland,0,1,1,1,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Cropland,6,4,1,3,3,1,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Wetland,26,0,9,16,10,24,28,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Lichens_and_Mosses,1,1,0,1,1,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Bareland,10,4,5,0,7,10,13,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Built-up,11,6,2,10,0,4,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Water,28,21,7,18,5,0,31,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Forest,20,16,6,7,11,11,0,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDG_M_R,Permanent_ice_and_snow,7,2,0,6,4,3,8,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Shrubland,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Grassland,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Cropland,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Bareland,0,1,0,0,0,2,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Built-up,0,0,0,0,0,0,0,0,7,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Forest,0,3,0,0,0,2,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Wetland,0,0,0,0,0,2,0,0,74,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Water,0,9,0,0,0,0,0,0,16,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Shrubland,0,0,0,0,0,4,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Grassland,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Wetland,0,0,0,0,0,32,0,0,0,10,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Bareland,0,0,0,0,0,15,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Built-up,0,0,0,0,0,11,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Water,0,0,0,0,0,0,0,0,0,34,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Forest,0,0,0,0,0,24,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDG_M_R,Permanent_ice_and_snow,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R,Water,3,9,6,23,10,0,18,5,0,0,19,0
SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R,Cropland,1,0,3,5,2,0,4,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R,Wetland,2,0,7,14,7,2,14,5,0,0,14,0
SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R,Bareland,1,1,4,0,6,2,8,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R,Built-up,2,0,3,9,0,0,6,1,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R,Permanent_ice_and_snow,2,0,0,11,5,0,6,1,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_43VDG_M_R,Forest,7,3,7,17,8,2,0,5,0,0,13,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R,Wetland,0,0,0,10,7,11,13,5,0,0,0,7
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R,Bareland,0,1,0,0,2,2,3,1,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R,Built-up,0,1,0,3,0,2,3,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R,Forest,0,3,0,3,1,2,0,2,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R,Water,0,16,0,10,5,0,12,0,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R,Grassland,0,1,0,0,1,1,2,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDG_M_R,Lichens_and_Mosses,0,1,0,0,0,0,1,0,0,0,0,0
