Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Shrubland,3,3,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Grassland,0,3,3,3,0,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Wetland,36,0,37,35,6,38,33,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Lichens_and_Mosses,3,3,0,3,0,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Bareland,11,16,19,0,2,17,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Built-up,18,19,19,15,0,12,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Water,43,36,40,36,3,0,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Forest,20,24,20,19,1,15,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Cropland,1,11,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPC_M_R,Permanent_ice_and_snow,16,20,18,14,1,13,16,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Bareland,0,3,0,0,0,2,0,19,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Built-up,0,3,0,0,0,1,0,22,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Forest,0,3,0,0,0,2,0,27,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Cropland,0,0,0,0,0,0,0,11,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Wetland,0,0,0,0,0,2,0,113,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Water,0,7,0,0,0,0,0,28,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPC_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,20,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Grassland,0,0,0,0,0,10,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Wetland,0,0,0,0,0,67,0,0,14,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Lichens_and_Mosses,0,0,0,0,0,7,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Bareland,0,0,0,0,0,34,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Built-up,0,0,0,0,0,34,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Water,0,0,0,0,0,0,0,0,65,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Forest,0,0,0,0,0,40,0,0,9,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Cropland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPC_M_R,Permanent_ice_and_snow,0,0,0,0,0,28,0,0,6,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,Water,21,12,19,22,24,0,21,0,0,24,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,Cropland,0,0,0,4,0,0,3,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,Wetland,15,0,14,16,17,3,16,0,0,18,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,Bareland,8,3,6,0,10,2,11,0,0,13,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,Built-up,7,3,5,17,0,1,16,0,0,19,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,Permanent_ice_and_snow,13,0,6,15,17,0,14,0,0,17,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPC_M_R,Forest,13,3,8,14,17,2,0,0,0,17,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,Wetland,0,0,0,9,15,12,15,0,0,0,6,18
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,Water,0,25,0,14,19,0,18,0,0,0,1,25
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,Forest,0,3,0,1,3,2,0,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,Grassland,0,3,0,2,3,2,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,Lichens_and_Mosses,0,3,0,3,1,2,1,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,Bareland,0,3,0,0,3,2,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPC_M_R,Built-up,0,3,0,3,0,0,1,0,0,0,0,3
