Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Shrubland,3,3,3,2,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Grassland,0,3,1,1,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Cropland,3,5,1,0,0,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Wetland,30,0,17,20,27,33,7,6,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Lichens_and_Mosses,3,3,0,3,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Bareland,8,5,7,0,7,9,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Built-up,10,10,7,6,6,12,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Water,22,22,9,11,0,24,1,4,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Forest,14,16,8,5,9,0,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VLR_M_R,Permanent_ice_and_snow,6,6,4,3,1,6,2,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Cropland,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Bareland,0,2,0,0,2,0,0,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Built-up,0,1,0,0,0,0,0,0,12,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Forest,0,3,0,0,2,0,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Wetland,0,0,0,0,2,0,0,0,109,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Water,0,7,0,0,0,0,0,0,16,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VLR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Shrubland,0,0,0,0,5,0,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Grassland,0,0,0,0,5,0,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Wetland,0,0,0,0,53,0,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Lichens_and_Mosses,0,0,0,0,5,0,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Bareland,0,0,0,0,13,0,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Built-up,0,0,0,0,11,0,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Water,0,0,0,0,0,0,0,0,0,25,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Forest,0,0,0,0,23,0,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_44VLR_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R,Water,2,7,4,17,0,13,5,0,0,0,12,0
SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R,Cropland,1,0,0,5,0,3,0,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R,Wetland,13,0,12,23,2,18,18,0,0,0,14,1
SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R,Bareland,0,2,1,0,2,6,6,0,0,0,1,1
SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R,Built-up,1,1,0,15,0,7,0,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R,Permanent_ice_and_snow,1,0,0,9,0,8,5,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_44VLR_M_R,Forest,5,3,2,15,2,0,7,0,0,0,10,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R,Grassland,0,3,0,1,0,2,0,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R,Wetland,0,0,0,4,8,11,7,8,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R,Bareland,0,3,0,0,2,2,3,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R,Forest,0,3,0,1,2,0,2,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R,Water,0,26,0,5,0,12,7,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R,Lichens_and_Mosses,0,2,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VLR_M_R,Built-up,0,2,0,1,1,1,0,1,0,0,0,0
