Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Shrubland,3,3,1,1,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Grassland,0,3,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Cropland,6,7,1,0,0,8,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Wetland,38,0,23,21,25,38,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Lichens_and_Mosses,1,1,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Bareland,13,8,9,0,9,14,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Built-up,7,3,4,2,1,7,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Water,37,31,20,27,0,36,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Forest,21,21,4,5,12,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNP_M_R,Permanent_ice_and_snow,16,13,5,7,8,16,1,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Cropland,0,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,2,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Bareland,0,3,0,0,2,0,0,11,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Forest,0,3,0,0,2,0,0,24,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Wetland,0,0,0,0,2,0,0,101,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Water,0,7,0,0,0,0,0,18,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,13,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Grassland,0,0,0,0,6,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Cropland,0,0,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Wetland,0,0,0,0,64,0,0,0,12,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Bareland,0,0,0,0,31,0,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Built-up,0,0,0,0,5,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Water,0,0,0,0,0,0,0,0,50,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Forest,0,0,0,0,30,0,0,0,7,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNP_M_R,Permanent_ice_and_snow,0,0,0,0,23,0,0,0,3,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,Water,4,7,9,20,0,21,12,0,0,23,4,0
SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,Cropland,0,0,1,6,0,3,0,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,Wetland,7,0,8,18,2,15,14,0,0,16,11,0
SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,Bareland,1,3,1,0,2,8,6,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,Built-up,0,0,0,7,0,0,0,0,0,1,1,0
SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,Permanent_ice_and_snow,2,0,3,16,0,12,11,0,0,12,3,0
SIBERIA_2024_GLC_FCS30D_2022_44VNP_M_R,Forest,6,3,7,14,2,0,11,0,0,13,5,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,Wetland,0,0,0,14,13,16,0,0,0,0,8,19
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,Water,0,21,0,16,0,16,1,0,0,0,5,22
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,Forest,0,3,0,3,2,0,1,0,0,0,3,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,Grassland,0,3,0,0,1,2,0,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,Bareland,0,3,0,0,2,3,2,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNP_M_R,Built-up,0,1,0,1,0,0,0,0,0,0,0,1
