Dataset,MajorityClass,Grassland,Wetland,Forest,Lichens_and_Mosses,Bareland,Built-up,Water,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Shrubland,1,1,2,0,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Grassland,0,2,2,1,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Cropland,8,9,9,1,4,3,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Wetland,27,0,26,10,13,9,23,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Lichens_and_Mosses,1,1,1,0,1,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Bareland,9,6,10,3,0,6,10,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Built-up,11,11,15,1,11,0,11,5,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Water,23,30,29,2,21,5,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Forest,19,17,0,7,7,9,10,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDF_M_R,Permanent_ice_and_snow,5,2,10,0,4,4,1,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Shrubland,0,0,0,0,0,0,0,0,1,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Grassland,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Cropland,0,0,0,0,0,0,0,0,9,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Bareland,0,0,0,0,0,0,1,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Built-up,0,1,0,0,0,0,1,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Forest,0,3,0,0,0,0,2,0,20,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Wetland,0,0,0,0,0,0,2,0,78,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Water,0,6,0,0,0,0,0,0,21,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Grassland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Cropland,0,0,0,0,0,0,4,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Wetland,0,0,0,0,0,0,32,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Bareland,0,0,0,0,0,0,11,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Built-up,0,0,0,0,0,0,14,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Water,0,0,0,0,0,0,0,0,0,31,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Forest,0,0,0,0,0,0,24,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_43VDF_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,Water,13,6,16,0,19,15,0,16,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,Cropland,2,0,5,0,5,4,0,0,0,0,1,0
SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,Wetland,12,0,13,2,15,11,2,15,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,Bareland,5,0,7,0,0,7,1,8,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,Built-up,7,1,11,1,12,0,1,10,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,Permanent_ice_and_snow,3,0,7,0,7,6,0,5,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VDF_M_R,Forest,8,3,0,2,17,6,2,13,0,0,4,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Wetland,0,0,13,0,2,7,10,6,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Built-up,0,2,2,0,3,0,1,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Water,0,17,10,0,13,10,0,4,0,0,0,6
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Forest,0,3,0,0,3,1,2,2,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Grassland,0,2,1,0,1,1,1,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Lichens_and_Mosses,0,1,0,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Bareland,0,2,1,0,0,2,1,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDF_M_R,Cropland,0,0,1,0,0,1,0,0,0,0,0,0
