Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Grassland,0,3,3,2,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Cropland,5,6,2,4,4,0,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Wetland,34,0,25,9,0,25,33,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Lichens_and_Mosses,2,2,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Bareland,9,11,6,0,2,9,10,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Built-up,9,4,3,10,0,3,15,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Water,32,33,31,25,2,0,32,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Forest,21,23,12,12,1,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWN_M_R,Permanent_ice_and_snow,12,18,16,5,3,10,14,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Bareland,0,2,0,0,0,2,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Built-up,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Forest,0,3,0,0,0,2,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Cropland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Wetland,0,0,0,0,0,2,0,0,82,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Water,0,7,0,0,0,0,0,0,24,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWN_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,18,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Grassland,0,0,0,0,0,8,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Wetland,0,0,0,0,0,49,0,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Bareland,0,0,0,0,0,21,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Built-up,0,0,0,0,0,10,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Water,0,0,0,0,0,0,0,0,0,44,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Forest,0,0,0,0,0,33,0,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWN_M_R,Permanent_ice_and_snow,0,0,0,0,0,19,0,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,Water,20,7,9,21,19,0,20,0,0,0,24,0
SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,Cropland,4,0,0,4,4,0,5,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,Wetland,9,0,5,15,11,2,13,0,0,0,15,0
SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,Bareland,2,2,1,0,10,2,6,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,Built-up,3,0,2,7,0,0,4,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,Permanent_ice_and_snow,11,0,3,14,9,0,13,0,0,0,15,0
SIBERIA_2024_GLC_FCS30D_2022_45WWN_M_R,Forest,11,3,8,13,14,2,0,0,0,0,15,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,Grassland,0,3,0,1,1,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,Wetland,0,0,0,9,2,11,13,15,0,0,0,8
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,Bareland,0,2,0,0,3,2,3,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,Built-up,0,0,0,1,0,1,0,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,Forest,0,3,0,2,2,2,0,3,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,Water,0,20,0,16,0,0,16,20,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWN_M_R,Lichens_and_Mosses,0,1,0,0,0,1,1,1,0,0,0,0
