Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Shrubland,3,3,1,2,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Grassland,0,3,2,0,0,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Cropland,6,6,3,0,0,6,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Wetland,35,0,20,12,24,33,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Lichens_and_Mosses,3,3,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Bareland,9,8,16,0,8,7,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Built-up,9,7,3,4,1,11,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Water,36,28,23,15,0,38,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Forest,23,25,13,11,11,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VNR_M_R,Permanent_ice_and_snow,10,7,6,3,6,15,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Grassland,0,0,0,0,0,0,0,5,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Cropland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Bareland,0,3,0,0,2,0,0,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Built-up,0,0,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Forest,0,3,0,0,2,0,0,28,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Wetland,0,0,0,0,2,0,0,82,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Water,0,7,0,0,0,0,0,19,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VNR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Shrubland,0,0,0,0,4,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Grassland,0,0,0,0,7,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Cropland,0,0,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Wetland,0,0,0,0,54,0,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Lichens_and_Mosses,0,0,0,0,5,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Bareland,0,0,0,0,25,0,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Built-up,0,0,0,0,6,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Water,0,0,0,0,0,0,0,0,38,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Forest,0,0,0,0,37,0,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VNR_M_R,Permanent_ice_and_snow,0,0,0,0,14,0,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R,Water,8,7,9,20,0,16,18,0,0,18,11,0
SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R,Cropland,0,0,1,5,0,3,0,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R,Wetland,6,0,7,17,2,11,11,0,0,16,3,0
SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R,Bareland,5,3,1,0,2,4,6,0,0,8,1,0
SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R,Built-up,2,0,2,9,0,3,0,0,0,4,1,0
SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R,Permanent_ice_and_snow,5,0,1,12,0,7,2,0,0,9,3,0
SIBERIA_2024_GLC_FCS30D_2022_44VNR_M_R,Forest,13,3,10,16,2,0,13,0,0,17,7,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R,Wetland,0,0,0,14,11,14,3,0,0,0,6,15
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R,Water,0,16,0,8,0,15,3,0,0,0,1,15
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R,Forest,0,3,0,3,2,0,1,0,0,0,2,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R,Grassland,0,2,0,0,1,3,1,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R,Bareland,0,2,0,0,2,3,2,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R,Built-up,0,1,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VNR_M_R,Lichens_and_Mosses,0,0,0,3,0,1,0,0,0,0,0,2
