Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Shrubland,3,3,1,2,1,1,3,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Grassland,0,3,1,1,1,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Cropland,11,12,4,5,4,1,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Wetland,42,0,7,19,17,33,34,12,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Lichens_and_Mosses,3,3,0,1,1,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Bareland,13,5,8,0,8,10,12,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Built-up,20,17,5,13,0,13,18,6,1,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Water,39,38,10,23,12,0,37,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Forest,22,21,9,9,10,14,0,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VUQ_M_R,Permanent_ice_and_snow,12,8,4,7,4,4,9,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Cropland,0,0,0,0,0,0,0,0,0,13,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Bareland,0,3,0,0,0,2,0,0,0,8,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Built-up,0,2,0,0,0,2,0,0,0,20,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Forest,0,3,0,0,0,2,0,0,0,24,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Wetland,0,0,0,0,0,2,0,0,0,101,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Water,0,10,0,0,0,0,0,0,0,32,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VUQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Shrubland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Grassland,0,0,0,0,0,4,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Wetland,0,0,0,0,0,54,0,0,0,0,12,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Lichens_and_Mosses,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Bareland,0,0,0,0,0,16,0,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Built-up,0,0,0,0,0,25,0,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Water,0,0,0,0,0,0,0,0,0,0,51,0
