Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Forest,0,0,0,0,0,27,0,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42VUQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,0,0,0,1,0
SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,Water,11,10,17,23,20,0,20,18,0,0,0,17
SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,Cropland,0,0,3,9,5,0,8,0,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,Wetland,9,0,12,16,12,2,14,12,0,0,0,15
SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,Bareland,3,3,4,0,9,2,7,8,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,Built-up,5,2,12,16,0,2,12,8,0,0,0,14
SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,Permanent_ice_and_snow,2,0,3,12,9,0,9,4,0,0,0,5
SIBERIA_2024_GLC_FCS30D_2022_42VUQ_M_R,Forest,10,3,10,16,11,2,0,13,0,0,0,14
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Wetland,0,0,0,9,15,13,14,9,15,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Bareland,0,3,0,0,3,2,3,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Built-up,0,3,0,3,0,2,2,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Water,0,20,0,6,17,0,15,2,5,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Forest,0,3,0,2,3,2,0,2,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Grassland,0,3,0,1,2,2,2,0,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Cropland,0,1,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VUQ_M_R,Lichens_and_Mosses,0,2,0,1,1,0,2,0,0,0,0,0
