Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Shrubland,18,15,14,3,9,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Grassland,0,3,3,3,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Wetland,49,0,43,21,45,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Lichens_and_Mosses,3,3,0,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Bareland,20,18,25,0,15,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Built-up,4,2,4,2,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Water,29,32,32,20,0,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Forest,12,16,8,1,4,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVA_M_R,Permanent_ice_and_snow,13,13,13,5,10,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Shrubland,0,0,0,0,0,0,28,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Grassland,0,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Lichens_and_Mosses,0,0,0,0,0,0,13,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Bareland,0,3,0,0,0,0,35,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Forest,0,0,0,0,0,0,16,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Wetland,0,0,0,0,6,0,156,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Water,0,12,0,0,0,0,35,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVA_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,13,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Shrubland,0,0,0,0,16,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Grassland,0,0,0,0,7,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Wetland,0,0,0,0,80,0,0,12,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Lichens_and_Mosses,0,0,0,0,9,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Bareland,0,0,0,0,24,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Built-up,0,0,0,0,4,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Water,0,0,0,0,0,0,0,41,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Forest,0,0,0,0,14,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVA_M_R,Permanent_ice_and_snow,0,0,0,0,11,0,0,5,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,Water,16,12,24,18,0,15,0,0,27,13,0
SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,Wetland,15,0,36,29,6,13,0,0,41,13,0
SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,Bareland,4,3,14,0,0,0,0,0,20,7,0
SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,Built-up,0,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,Permanent_ice_and_snow,9,0,9,11,0,2,0,0,14,10,0
SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,Forest,3,0,5,8,0,0,0,0,13,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XVA_M_R,Shrubland,3,0,8,13,0,0,0,0,0,1,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,Water,0,32,0,7,0,3,0,0,0,0,18
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,Grassland,0,4,0,0,2,3,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,Lichens_and_Mosses,0,7,0,3,2,2,0,0,0,1,5
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,Bareland,0,19,0,0,4,0,0,0,0,0,5
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,Wetland,0,0,0,8,20,8,0,0,0,0,16
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVA_M_R,Shrubland,0,16,0,0,2,0,0,0,0,0,2
SIBERIA_2024_ESA_CALU_2024_45XVA_M_R,Grassland,0,1,0,1,0,0,0,0,3,0,0
SIBERIA_2024_ESA_CALU_2024_45XVA_M_R,Lichens_and_Mosses,0,3,0,5,0,0,0,0,4,0,0
SIBERIA_2024_ESA_CALU_2024_45XVA_M_R,Wetland,0,0,0,12,0,1,0,0,13,0,0
SIBERIA_2024_ESA_CALU_2024_45XVA_M_R,Water,0,17,0,6,0,1,0,0,8,0,0
