,0
Water,701
Wetland,493
Forest,394
Bareland,288
Grassland,238
Cropland,216
Non_Wetland,189
Built-up,157
Lichens_and_Mosses,135
Permanent_ice_and_snow,100
Shrubland,67
Non_Water,64
