Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Shrubland,3,2,3,3,3,2,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Grassland,0,1,3,2,2,1,0,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Cropland,14,0,15,6,11,6,1,9,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Wetland,43,23,0,34,34,27,35,39,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Lichens_and_Mosses,3,1,3,0,2,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Bareland,22,8,14,13,0,11,10,14,1,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Built-up,19,7,16,9,17,0,9,19,2,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Water,43,15,41,33,34,16,0,40,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Forest,20,5,22,14,16,9,14,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VWP_M_R,Permanent_ice_and_snow,15,2,9,7,11,7,6,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Cropland,0,0,1,0,0,0,0,0,0,16,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Bareland,0,0,3,0,0,0,2,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Built-up,0,0,3,0,0,0,1,0,0,19,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Forest,0,0,3,0,0,0,2,0,0,25,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Wetland,0,0,0,0,0,0,2,0,0,156,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Water,0,0,10,0,0,0,0,0,0,32,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VWP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,9,0,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Grassland,0,0,0,0,0,0,5,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Cropland,0,0,0,0,0,0,4,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Wetland,0,0,0,0,0,0,81,0,0,0,14,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,4,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Bareland,0,0,0,0,0,0,31,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Built-up,0,0,0,0,0,0,23,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Water,0,0,0,0,0,0,0,0,0,0,80,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Forest,0,0,0,0,0,0,35,0,0,0,8,0
SIBERIA_2024_GSW_Yearly_2021_42VWP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,7,0,0,0,2,0
SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,Water,12,20,10,19,28,24,0,27,0,0,0,28
SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,Cropland,5,0,1,5,12,7,0,8,0,0,0,8
SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,Wetland,14,18,0,19,23,20,2,23,0,0,0,22
SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,Bareland,4,10,3,7,0,14,2,16,0,0,0,16
SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,Built-up,8,7,3,8,19,0,1,13,0,0,0,13
SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,Permanent_ice_and_snow,4,7,0,6,17,10,0,11,0,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_42VWP_M_R,Forest,10,8,3,11,19,11,2,0,0,0,0,19
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWP_M_R,Grassland,0,1,3,0,2,2,2,3,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VWP_M_R,Wetland,0,11,0,0,16,17,15,19,21,0,0,0
