Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Built-up
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Grassland,0,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Wetland,31,0,30,23,29,20,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Lichens_and_Mosses,3,3,0,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Bareland,4,12,12,0,11,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Built-up,7,7,6,6,4,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Water,27,35,27,23,0,16,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Forest,14,17,10,4,8,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEU_M_R,Permanent_ice_and_snow,12,15,13,9,11,9,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Bareland,0,3,0,0,0,0,0,15,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Built-up,0,0,0,0,0,0,0,7,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Forest,0,0,0,0,0,0,0,17,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Wetland,0,0,0,0,2,0,0,77,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Water,0,8,0,0,0,0,0,21,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,15,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Shrubland,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Grassland,0,0,0,0,7,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Wetland,0,0,0,0,49,0,0,0,10,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Lichens_and_Mosses,0,0,0,0,9,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Bareland,0,0,0,0,20,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Built-up,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Water,0,0,0,0,0,0,0,0,41,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Forest,0,0,0,0,14,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEU_M_R,Permanent_ice_and_snow,0,0,0,0,20,0,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,Water,15,13,20,19,0,2,0,0,0,24,19
SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,Wetland,12,0,14,14,3,5,0,0,0,17,15
SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,Bareland,4,3,7,0,0,0,0,0,0,8,10
SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,Built-up,2,0,2,4,0,0,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,Permanent_ice_and_snow,11,2,13,14,0,0,0,0,0,15,14
SIBERIA_2024_GLC_FCS30D_2022_43WEU_M_R,Forest,7,0,10,12,0,0,0,0,0,15,12
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R,Water,0,21,0,11,0,9,23,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R,Grassland,0,3,0,1,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R,Lichens_and_Mosses,0,3,0,3,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R,Bareland,0,3,0,0,2,1,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEU_M_R,Wetland,0,0,0,9,10,14,18,0,0,0,1
