Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Grassland,0,2,0,0,1,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Cropland,9,8,7,2,3,1,10,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Wetland,38,0,24,16,8,26,36,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Lichens_and_Mosses,3,3,0,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Bareland,13,6,11,0,3,10,12,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Built-up,11,13,8,6,0,6,13,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Water,35,26,27,21,3,0,35,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Forest,22,22,16,14,8,14,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVR_M_R,Permanent_ice_and_snow,14,9,3,4,4,6,9,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Grassland,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Cropland,0,0,0,0,0,0,0,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Bareland,0,3,0,0,0,2,0,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Built-up,0,2,0,0,0,0,0,0,14,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Forest,0,3,0,0,0,2,0,0,25,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Wetland,0,0,0,0,0,2,0,0,98,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Water,0,8,0,0,0,0,0,0,20,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,9,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Grassland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Cropland,0,0,0,0,0,6,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Wetland,0,0,0,0,0,58,0,0,0,10,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Lichens_and_Mosses,0,0,0,0,0,5,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Bareland,0,0,0,0,0,20,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Built-up,0,0,0,0,0,15,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Water,0,0,0,0,0,0,0,0,0,49,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Forest,0,0,0,0,0,38,0,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVR_M_R,Permanent_ice_and_snow,0,0,0,0,0,10,0,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,Water,2,8,16,23,11,0,21,20,0,0,23,0
SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,Cropland,1,0,2,7,3,0,4,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,Wetland,4,0,12,18,7,2,17,13,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,Bareland,1,3,3,0,2,2,7,10,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,Built-up,2,2,7,14,0,0,7,5,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,Permanent_ice_and_snow,0,0,8,15,3,0,12,5,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_42VVR_M_R,Forest,7,3,11,16,7,2,0,17,0,0,17,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,Wetland,0,0,0,13,9,12,17,4,0,0,0,15
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,Lichens_and_Mosses,0,3,0,0,1,2,1,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,Bareland,0,2,0,0,2,2,3,1,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,Forest,0,3,0,2,3,2,0,1,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,Water,0,22,0,18,6,0,18,0,0,0,0,10
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,Grassland,0,2,0,0,1,0,3,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVR_M_R,Built-up,0,1,0,1,0,2,1,0,0,0,0,1
