Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow,Cropland
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Shrubland,47,55,39,9,28,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Grassland,0,3,3,1,1,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Wetland,140,0,103,81,141,18,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Lichens_and_Mosses,3,3,0,3,2,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Bareland,80,75,78,0,82,21,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Built-up,2,2,2,3,1,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Water,82,91,70,89,0,6,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Permanent_ice_and_snow,36,25,28,40,33,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45XVC_M_R,Forest,19,43,1,0,4,0,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Shrubland,0,0,0,0,0,0,72,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Grassland,0,0,0,0,0,0,23,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Lichens_and_Mosses,0,0,0,0,0,0,12,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Bareland,0,27,0,0,11,0,109,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Built-up,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Permanent_ice_and_snow,0,9,0,0,1,0,29,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Forest,0,0,0,0,0,0,49,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Wetland,0,0,0,0,18,0,304,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45XVC_M_R,Water,0,46,0,0,0,0,91,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Shrubland,0,0,0,0,37,0,0,6,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Grassland,0,0,0,0,13,0,0,2,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Wetland,0,0,0,0,218,0,0,66,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Lichens_and_Mosses,0,0,0,0,11,0,0,2,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Bareland,0,0,0,0,114,0,0,49,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Built-up,0,0,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Water,0,0,0,0,0,0,0,104,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Permanent_ice_and_snow,0,0,0,0,35,0,0,9,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45XVC_M_R,Forest,0,0,0,0,19,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,Water,47,101,43,44,0,16,0,0,64,25,17,0
SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,Wetland,55,0,45,62,38,45,0,0,77,11,8,0
SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,Bareland,53,78,58,0,33,21,0,0,70,39,14,0
SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,Permanent_ice_and_snow,12,32,16,21,8,6,0,0,22,11,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,Forest,8,0,1,11,0,0,0,0,15,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45XVC_M_R,Shrubland,23,18,19,30,3,14,0,0,0,5,6,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Wetland,0,0,0,64,100,48,0,0,0,0,156,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Water,0,56,0,59,0,16,0,0,0,0,125,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Grassland,0,9,0,2,8,8,0,0,0,0,12,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Lichens_and_Mosses,0,4,0,1,4,0,0,0,0,0,10,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Bareland,0,25,0,0,55,11,0,0,0,0,104,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Shrubland,0,20,0,4,18,14,0,0,0,0,43,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Forest,0,3,0,0,1,0,0,0,0,0,1,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45XVC_M_R,Permanent_ice_and_snow,0,0,0,1,1,0,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,Grassland,0,11,0,12,1,2,0,0,12,0,0,0
SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,Water,0,122,0,114,0,5,0,0,67,0,22,0
SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,Wetland,0,0,0,86,21,25,0,0,87,0,8,0
SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,Lichens_and_Mosses,0,5,0,11,1,0,0,0,6,0,1,0
SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,Bareland,0,23,0,0,5,0,0,0,8,0,3,0
SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,Forest,0,5,0,4,0,0,0,0,4,0,0,0
SIBERIA_2024_ESA_CALU_2024_45XVC_M_R,Permanent_ice_and_snow,0,6,0,5,0,0,0,0,0,0,0,0
