Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Shrubland,3,3,3,2,1,3,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Grassland,0,1,2,1,1,1,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Cropland,16,0,12,4,5,5,2,11,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Wetland,44,25,0,14,19,7,27,34,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Lichens_and_Mosses,3,1,3,0,2,1,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Bareland,20,6,8,3,0,3,6,9,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Built-up,21,14,8,4,13,0,10,21,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Water,40,21,33,2,17,9,0,34,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Forest,23,13,21,11,9,10,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VNG_M_R,Permanent_ice_and_snow,11,0,0,0,3,1,3,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Grassland,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Cropland,0,0,2,0,0,0,1,0,15,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Bareland,0,0,3,0,0,0,1,0,11,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Built-up,0,0,2,0,0,0,0,0,11,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Forest,0,0,3,0,0,0,2,0,24,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Wetland,0,0,0,0,0,0,2,0,107,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VNG_M_R,Water,0,0,9,0,0,0,0,0,24,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Shrubland,0,0,0,0,0,0,5,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Grassland,0,0,0,0,0,0,1,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Cropland,0,0,0,0,0,0,8,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Wetland,0,0,0,0,0,0,58,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Bareland,0,0,0,0,0,0,20,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Built-up,0,0,0,0,0,0,26,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Water,0,0,0,0,0,0,0,0,0,52,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Forest,0,0,0,0,0,0,32,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_41VNG_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,Water,1,17,9,12,21,20,0,22,0,0,17,0
SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,Cropland,2,0,2,6,10,6,1,8,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,Wetland,3,15,0,8,19,14,2,18,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,Bareland,0,8,3,6,0,8,1,5,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,Built-up,4,9,2,10,14,0,0,10,0,0,14,0
SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,Permanent_ice_and_snow,0,3,0,0,6,7,0,4,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_41VNG_M_R,Forest,6,17,3,12,18,13,2,0,0,0,16,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Grassland,0,1,2,0,0,1,1,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Wetland,0,8,0,0,10,14,14,16,0,0,0,9
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Bareland,0,1,3,0,0,2,2,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Built-up,0,1,3,0,2,0,2,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Water,0,3,24,0,10,11,0,20,0,0,0,7
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Forest,0,2,3,0,1,3,2,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Cropland,0,0,3,0,0,2,0,3,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VNG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
