Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Shrubland,56,60,36,18,42,14,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Grassland,0,3,3,2,2,3,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Wetland,121,0,101,72,122,35,15,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Lichens_and_Mosses,3,3,0,3,2,3,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Bareland,53,63,73,0,54,2,6,1,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Built-up,8,9,10,7,6,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Water,91,97,91,51,0,23,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Forest,38,53,20,17,33,0,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWB_M_R,Permanent_ice_and_snow,15,16,13,7,14,3,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Shrubland,0,0,0,0,0,0,0,0,121,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Grassland,0,0,0,0,0,0,0,0,15,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Bareland,0,15,0,0,10,0,0,0,144,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Built-up,0,0,0,0,0,0,0,0,14,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Forest,0,4,0,0,1,0,0,0,103,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Wetland,0,0,0,0,23,0,0,0,408,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Water,0,31,0,0,0,0,0,0,117,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWB_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,17,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Shrubland,0,0,0,0,42,0,0,0,0,15,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Grassland,0,0,0,0,7,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Wetland,0,0,0,0,196,0,0,0,0,50,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Lichens_and_Mosses,0,0,0,0,15,0,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Bareland,0,0,0,0,93,0,0,0,0,26,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Built-up,0,0,0,0,9,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Water,0,0,0,0,0,0,0,0,0,132,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Forest,0,0,0,0,34,0,0,0,0,8,0
SIBERIA_2024_GSW_Yearly_2021_42WWB_M_R,Permanent_ice_and_snow,0,0,0,0,13,0,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,Water,24,40,60,51,0,55,24,0,0,0,50
SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,Wetland,46,0,75,73,38,70,37,0,0,0,66
SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,Bareland,14,15,51,0,10,37,27,0,0,0,51
SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,Built-up,4,0,5,10,0,4,0,0,0,0,3
SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,Permanent_ice_and_snow,9,0,12,16,0,14,6,0,0,0,13
SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,Forest,19,4,19,24,1,0,1,0,0,0,30
SIBERIA_2024_GLC_FCS30D_2022_42WWB_M_R,Shrubland,18,0,35,42,0,41,6,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Water,0,127,0,25,0,6,4,74,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Grassland,0,9,0,1,3,4,1,8,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Lichens_and_Mosses,0,11,0,4,8,3,1,10,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Bareland,0,78,0,0,39,7,7,42,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Built-up,0,2,0,0,0,0,0,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Forest,0,49,0,0,13,0,0,13,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Wetland,0,0,0,16,78,26,3,94,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Shrubland,0,64,0,3,25,15,0,44,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWB_M_R,Permanent_ice_and_snow,0,1,0,0,0,0,0,0,0,0,0
SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,Grassland,0,3,0,4,0,3,0,0,0,0,9
SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,Wetland,0,0,0,70,15,51,0,0,0,0,77
SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,Lichens_and_Mosses,0,7,0,11,1,2,0,0,0,0,12
SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,Water,0,90,0,99,0,45,0,3,0,0,95
SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,Bareland,0,9,0,0,0,3,0,0,0,0,6
SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,Forest,0,4,0,3,0,0,0,0,0,0,12
SIBERIA_2024_ESA_CALU_2024_42WWB_M_R,Built-up,0,3,0,1,0,0,0,0,0,0,0
