Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Shrubland,3,3,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Grassland,0,3,3,3,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Wetland,35,0,28,21,0,28,32,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Lichens_and_Mosses,3,1,0,1,0,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Bareland,10,11,11,0,2,11,13,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Built-up,10,5,3,11,0,3,15,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Water,34,34,31,30,2,0,33,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Permanent_ice_and_snow,13,16,17,12,3,12,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Forest,19,21,16,16,1,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WWP_M_R,Cropland,8,5,1,5,4,0,5,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,2,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Bareland,0,3,0,0,0,2,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Built-up,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Forest,0,3,0,0,0,2,0,0,24,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Cropland,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Wetland,0,0,0,0,0,2,0,0,82,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Water,0,7,0,0,0,0,0,0,24,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WWP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,16,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Grassland,0,0,0,0,0,8,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Wetland,0,0,0,0,0,55,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Bareland,0,0,0,0,0,28,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Built-up,0,0,0,0,0,11,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Water,0,0,0,0,0,0,0,0,0,51,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Forest,0,0,0,0,0,37,0,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Cropland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WWP_M_R,Permanent_ice_and_snow,0,0,0,0,0,23,0,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,Water,16,7,3,22,23,0,20,0,0,0,24,0
SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,Cropland,4,0,0,3,5,0,7,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,Wetland,11,0,3,14,11,2,13,0,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,Bareland,4,3,1,0,14,2,9,0,0,0,8,0
SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,Built-up,4,0,2,7,0,0,5,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,Permanent_ice_and_snow,12,0,3,15,13,0,15,0,0,0,14,0
SIBERIA_2024_GLC_FCS30D_2022_45WWP_M_R,Forest,13,3,3,16,15,2,0,0,0,0,15,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,Grassland,0,3,0,1,1,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,Wetland,0,0,0,12,3,11,14,16,0,0,0,12
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,Bareland,0,2,0,0,3,2,3,3,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,Water,0,20,0,15,0,0,17,22,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,Built-up,0,0,0,1,0,1,0,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,Forest,0,3,0,2,3,2,0,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WWP_M_R,Lichens_and_Mosses,0,1,0,0,0,1,1,1,0,0,0,0
