Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Cropland,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Grassland,0,2,1,1,1,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Cropland,10,4,7,6,1,2,8,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Wetland,28,0,19,18,3,23,29,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Lichens_and_Mosses,2,3,0,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Bareland,13,6,9,0,8,10,13,1,1,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Built-up,17,6,8,12,0,6,13,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Water,32,22,15,26,2,0,30,0,1,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Forest,20,14,16,17,9,14,0,4,0,0,0,0
SIBERIA_2024_WorldCover_2021_42VVQ_M_R,Permanent_ice_and_snow,9,5,7,6,6,2,8,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Grassland,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Cropland,0,0,0,0,0,0,0,0,0,4,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Bareland,0,2,0,0,0,1,0,0,0,8,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Built-up,0,0,0,0,0,0,0,0,0,7,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Forest,0,3,0,0,0,2,0,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Wetland,0,0,0,0,0,2,0,0,0,75,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Water,0,7,0,0,0,0,0,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_42VVQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Shrubland,0,0,0,0,0,4,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Grassland,0,0,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Cropland,0,0,0,0,0,6,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Wetland,0,0,0,0,0,37,0,0,0,0,11,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Lichens_and_Mosses,0,0,0,0,0,4,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Bareland,0,0,0,0,0,19,0,0,0,0,4,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Built-up,0,0,0,0,0,13,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Water,0,0,0,0,0,0,0,0,0,0,44,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Forest,0,0,0,0,0,26,0,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42VVQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,Water,5,7,12,24,15,0,19,11,0,0,0,16
SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,Cropland,1,0,1,7,5,0,2,0,0,0,0,2
SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,Wetland,3,0,5,16,4,2,13,8,0,0,0,15
SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,Bareland,2,2,3,0,9,1,7,8,0,0,0,8
SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,Built-up,3,0,6,15,0,0,4,6,0,0,0,7
SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,Permanent_ice_and_snow,2,0,4,9,5,0,6,5,0,0,0,8
SIBERIA_2024_GLC_FCS30D_2022_42VVQ_M_R,Forest,7,3,11,17,11,2,0,16,0,0,0,16
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Grassland,0,3,0,1,1,1,2,1,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Wetland,0,0,0,12,9,11,15,4,10,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Bareland,0,2,0,0,3,2,3,2,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Water,0,21,0,14,4,0,16,1,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Forest,0,3,0,3,1,2,0,1,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Lichens_and_Mosses,0,3,0,1,1,0,2,0,2,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Built-up,0,1,0,1,0,2,1,0,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42VVQ_M_R,Cropland,0,0,0,0,0,0,1,0,0,0,0,0
