Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Shrubland,3,3,3,1,2,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Grassland,0,3,2,0,1,1,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Cropland,7,10,4,0,0,0,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Wetland,37,0,29,13,6,28,31,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Lichens_and_Mosses,3,3,0,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Bareland,9,6,8,0,2,11,5,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Built-up,5,3,2,1,0,0,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Water,34,33,27,17,4,0,34,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Forest,22,22,13,7,8,15,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WWT_M_R,Permanent_ice_and_snow,14,13,8,5,5,10,11,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Cropland,0,0,0,0,0,0,0,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Bareland,0,3,0,0,0,1,0,9,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Forest,0,3,0,0,0,2,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Wetland,0,0,0,0,0,2,0,99,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Water,0,7,0,0,0,0,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WWT_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,13,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Grassland,0,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Cropland,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Wetland,0,0,0,0,0,50,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Lichens_and_Mosses,0,0,0,0,0,7,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Bareland,0,0,0,0,0,15,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Built-up,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Water,0,0,0,0,0,0,0,0,45,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Forest,0,0,0,0,0,34,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WWT_M_R,Permanent_ice_and_snow,0,0,0,0,0,12,0,0,4,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,Water,15,7,21,21,11,0,19,0,0,24,5,0
SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,Cropland,2,0,3,5,0,0,2,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,Wetland,12,0,14,16,7,2,13,0,0,17,8,0
SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,Bareland,2,3,2,0,3,1,5,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,Built-up,0,0,2,4,0,0,1,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,Permanent_ice_and_snow,5,0,10,14,5,0,13,0,0,12,1,0
SIBERIA_2024_GLC_FCS30D_2022_42WWT_M_R,Forest,12,3,14,16,8,2,0,0,0,14,7,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,Grassland,0,3,0,0,0,2,3,0,0,0,2,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,Wetland,0,0,0,12,0,11,14,0,0,0,7,17
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,Forest,0,3,0,3,0,2,0,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,Water,0,23,0,14,0,0,15,0,0,0,0,18
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,Lichens_and_Mosses,0,3,0,0,0,2,2,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,Bareland,0,3,0,0,0,2,3,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWT_M_R,Built-up,0,1,0,1,0,1,1,0,0,0,0,1
