Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Shrubland,3,1,3,1,2,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Grassland,0,1,3,0,1,1,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Cropland,11,0,11,4,8,2,1,12,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Wetland,37,6,0,6,13,6,29,30,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Lichens_and_Mosses,2,1,3,0,2,1,1,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Bareland,11,1,3,4,0,7,6,11,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Built-up,18,7,14,5,13,0,11,18,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Water,35,1,33,3,16,2,0,31,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Forest,22,3,20,7,15,12,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_41VPJ_M_R,Permanent_ice_and_snow,6,0,4,2,5,4,2,9,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Cropland,0,0,0,0,0,0,0,0,11,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Bareland,0,0,2,0,0,0,1,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Built-up,0,0,1,0,0,0,1,0,15,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Forest,0,0,3,0,0,0,2,0,23,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Wetland,0,0,0,0,0,0,2,0,91,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Water,0,0,7,0,0,0,0,0,24,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_41VPJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Grassland,0,0,0,0,0,0,4,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Cropland,0,0,0,0,0,0,4,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Wetland,0,0,0,0,0,0,39,0,0,10,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,2,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Bareland,0,0,0,0,0,0,12,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Built-up,0,0,0,0,0,0,17,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Water,0,0,0,0,0,0,0,0,0,37,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Forest,0,0,0,0,0,0,30,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_41VPJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,Water,6,14,7,13,20,15,0,16,0,0,15,0
SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,Cropland,2,0,0,5,8,7,0,6,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,Wetland,8,9,0,9,17,10,2,13,0,0,14,0
SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,Bareland,2,4,2,3,0,10,1,5,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,Built-up,4,8,1,12,17,0,1,11,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,Permanent_ice_and_snow,1,5,0,3,7,5,0,6,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_41VPJ_M_R,Forest,6,14,3,13,17,12,2,0,0,0,14,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPJ_M_R,Grassland,0,1,3,0,0,2,2,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPJ_M_R,Wetland,0,7,0,0,7,13,10,13,0,0,0,8
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPJ_M_R,Lichens_and_Mosses,0,1,0,0,0,2,0,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPJ_M_R,Bareland,0,1,3,0,0,3,2,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_41VPJ_M_R,Built-up,0,1,1,0,3,0,2,2,0,0,0,1
