Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Shrubland,50,50,36,3,4,28,31,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Grassland,0,3,3,1,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Wetland,125,0,110,40,15,105,79,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Lichens_and_Mosses,3,3,0,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Bareland,55,47,75,0,5,48,32,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Built-up,14,12,11,8,0,5,9,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Water,82,78,75,30,1,0,48,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Forest,65,54,43,22,5,44,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Cropland,2,2,0,0,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WDP_M_R,Permanent_ice_and_snow,11,16,10,11,3,9,14,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Shrubland,0,0,0,0,0,0,0,89,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Grassland,0,0,0,0,0,0,0,19,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,16,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Bareland,0,12,0,0,0,3,0,92,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Built-up,0,1,0,0,0,1,0,16,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Forest,0,26,0,0,0,12,0,119,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Cropland,0,0,0,0,0,0,0,2,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Wetland,0,0,0,0,0,22,0,347,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Water,0,27,0,0,0,0,0,72,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WDP_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,16,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Shrubland,0,0,0,0,0,35,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Grassland,0,0,0,0,0,12,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Wetland,0,0,0,0,0,159,0,0,50,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Lichens_and_Mosses,0,0,0,0,0,12,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Bareland,0,0,0,0,0,73,0,0,24,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Built-up,0,0,0,0,0,17,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Water,0,0,0,0,0,0,0,0,103,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Forest,0,0,0,0,0,80,0,0,17,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WDP_M_R,Permanent_ice_and_snow,0,0,0,0,0,17,0,0,4,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Water,25,28,35,56,27,0,49,0,0,17,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Cropland,0,0,0,2,0,0,2,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Wetland,45,0,50,83,31,23,69,0,0,48,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Bareland,30,12,33,0,44,3,43,0,0,24,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Built-up,5,1,6,15,0,1,8,0,0,3,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Permanent_ice_and_snow,12,0,14,15,10,0,15,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Forest,33,26,23,50,18,12,0,0,0,36,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WDP_M_R,Shrubland,26,0,18,51,10,0,30,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Wetland,0,0,0,20,9,70,87,0,0,0,2,71
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Water,0,84,0,19,7,0,47,0,0,0,0,45
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Grassland,0,10,0,1,1,4,10,0,0,0,0,5
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Lichens_and_Mosses,0,7,0,3,2,6,7,0,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Bareland,0,41,0,0,10,37,48,0,0,0,0,39
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Built-up,0,3,0,2,0,0,3,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Forest,0,36,0,6,1,21,0,0,0,0,0,15
SIBERIA_2024_ESRI_Annual_LULC_2024_43WDP_M_R,Shrubland,0,42,0,0,2,18,37,0,0,0,0,22
SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,Grassland,0,6,0,8,0,0,4,0,0,11,0,0
SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,Water,0,81,0,64,0,0,33,0,0,75,0,1
SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,Wetland,0,0,0,64,0,12,39,0,0,66,0,0
SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,Lichens_and_Mosses,0,6,0,10,0,0,2,0,0,7,0,0
SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,Bareland,0,7,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,Built-up,0,1,0,4,0,0,0,0,0,2,0,0
SIBERIA_2024_ESA_CALU_2024_43WDP_M_R,Forest,0,35,0,24,0,0,0,0,0,35,0,0
