Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Shrubland,3,3,1,1,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Grassland,0,3,1,1,1,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Cropland,10,11,2,1,2,2,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Wetland,35,0,19,12,10,27,33,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Lichens_and_Mosses,2,3,0,1,0,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Bareland,12,9,5,0,2,7,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Built-up,11,8,5,9,0,5,13,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Water,32,34,18,11,1,0,33,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Forest,21,19,11,3,7,10,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WMS_M_R,Permanent_ice_and_snow,7,11,2,4,2,2,8,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Cropland,0,0,0,0,0,0,0,0,11,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,4,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Bareland,0,2,0,0,0,2,0,0,12,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Built-up,0,1,0,0,0,0,0,0,9,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Forest,0,3,0,0,0,2,0,0,22,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Wetland,0,0,0,0,0,2,0,0,98,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Water,0,7,0,0,0,0,0,0,22,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WMS_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Shrubland,0,0,0,0,0,3,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Grassland,0,0,0,0,0,5,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Cropland,0,0,0,0,0,4,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Wetland,0,0,0,0,0,46,0,0,0,8,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Lichens_and_Mosses,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Bareland,0,0,0,0,0,17,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Water,0,0,0,0,0,0,0,0,0,41,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Forest,0,0,0,0,0,30,0,0,0,6,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Built-up,0,0,0,0,0,7,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WMS_M_R,Permanent_ice_and_snow,0,0,0,0,0,7,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,Water,3,7,7,21,6,0,15,0,0,0,15,0
SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,Cropland,3,0,0,10,2,0,8,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,Wetland,11,0,9,18,13,2,16,0,0,0,15,4
SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,Bareland,2,2,2,0,4,2,5,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,Built-up,5,1,2,16,0,0,8,0,0,0,8,0
SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,Permanent_ice_and_snow,4,0,0,12,3,0,7,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_44WMS_M_R,Forest,7,3,5,18,8,2,0,0,0,0,15,5
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,Grassland,0,3,0,1,2,1,3,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,Wetland,0,0,0,12,8,10,11,9,0,0,0,9
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,Bareland,0,3,0,0,3,2,1,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,Built-up,0,1,0,1,0,1,1,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,Water,0,22,0,18,8,0,13,11,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,Forest,0,3,0,2,3,2,0,3,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44WMS_M_R,Lichens_and_Mosses,0,1,0,0,1,0,0,0,0,0,0,0
