Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Non_Wetland,Non_Water,Shrubland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Grassland,0,3,3,2,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Wetland,35,0,35,30,1,29,29,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Lichens_and_Mosses,3,3,0,1,0,1,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Bareland,12,16,20,0,1,12,9,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Built-up,9,16,13,15,0,10,7,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Water,35,34,39,37,0,0,32,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Forest,21,24,21,20,0,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WNV_M_R,Permanent_ice_and_snow,17,20,18,17,0,13,17,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Bareland,0,3,0,0,0,2,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Built-up,0,0,0,0,0,0,0,16,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Forest,0,3,0,0,0,2,0,27,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Wetland,0,0,0,0,0,2,0,107,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Water,0,7,0,0,0,0,0,26,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WNV_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,20,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Shrubland,0,0,0,0,0,5,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Grassland,0,0,0,0,0,8,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Wetland,0,0,0,0,0,59,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Lichens_and_Mosses,0,0,0,0,0,6,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Bareland,0,0,0,0,0,29,0,0,5,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Built-up,0,0,0,0,0,12,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Water,0,0,0,0,0,0,0,0,60,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Forest,0,0,0,0,0,42,0,0,9,0,0
SIBERIA_2024_GSW_Yearly_2021_44WNV_M_R,Permanent_ice_and_snow,0,0,0,0,0,29,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,Water,21,7,14,21,22,0,20,0,0,24,0
SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,Wetland,14,0,13,15,17,2,14,0,0,17,0
SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,Bareland,9,3,7,0,10,2,10,0,0,13,0
SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,Built-up,7,0,6,11,0,0,5,0,0,8,0
SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,Permanent_ice_and_snow,14,0,9,14,17,0,14,0,0,17,0
SIBERIA_2024_GLC_FCS30D_2022_44WNV_M_R,Forest,14,3,12,14,17,2,0,0,0,17,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,Water,0,23,0,18,6,0,21,0,0,0,25
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,Grassland,0,3,0,1,1,2,3,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,Lichens_and_Mosses,0,3,0,3,1,2,3,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,Bareland,0,3,0,0,3,2,3,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,Forest,0,3,0,2,1,2,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WNV_M_R,Wetland,0,0,0,11,0,11,15,0,0,0,18
