Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Shrubland,3,3,3,3,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Grassland,0,3,3,2,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Wetland,31,0,33,22,25,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Lichens_and_Mosses,3,3,0,3,2,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Bareland,9,5,13,0,10,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Built-up,3,3,3,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Water,35,29,38,31,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Permanent_ice_and_snow,20,17,25,18,16,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNG_M_R,Forest,14,15,12,0,6,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Lichens_and_Mosses,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Bareland,0,3,0,0,2,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Forest,0,0,0,0,0,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Wetland,0,0,0,0,2,0,61,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Water,0,6,0,0,0,0,20,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNG_M_R,Permanent_ice_and_snow,0,1,0,0,1,0,16,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Grassland,0,0,0,0,6,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Wetland,0,0,0,0,44,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Lichens_and_Mosses,0,0,0,0,8,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Bareland,0,0,0,0,19,0,0,6,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Built-up,0,0,0,0,4,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Water,0,0,0,0,0,0,0,45,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Forest,0,0,0,0,11,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNG_M_R,Permanent_ice_and_snow,0,0,0,0,24,0,0,8,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44XNG_M_R,Water,13,22,17,16,0,15,0,0,21,13,0
SIBERIA_2024_GLC_FCS30D_2022_44XNG_M_R,Wetland,8,0,11,11,2,10,0,0,14,7,0
SIBERIA_2024_GLC_FCS30D_2022_44XNG_M_R,Bareland,1,5,7,0,2,0,0,0,11,7,1
SIBERIA_2024_GLC_FCS30D_2022_44XNG_M_R,Permanent_ice_and_snow,10,12,13,13,6,11,0,0,16,11,0
SIBERIA_2024_GLC_FCS30D_2022_44XNG_M_R,Forest,2,0,4,9,0,0,0,0,11,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNG_M_R,Water,0,19,0,14,0,10,0,0,0,0,27
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNG_M_R,Grassland,0,3,0,1,2,1,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNG_M_R,Lichens_and_Mosses,0,3,0,3,2,2,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNG_M_R,Bareland,0,3,0,0,2,0,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNG_M_R,Wetland,0,0,0,10,10,4,0,0,0,0,17
