Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Shrubland,15,19,10,8,13,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Grassland,0,3,3,1,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Wetland,24,0,20,19,26,4,8,3,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Lichens_and_Mosses,3,3,0,3,2,0,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Bareland,15,18,12,0,13,6,3,1,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Built-up,3,3,3,3,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Water,20,24,13,14,0,1,1,1,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Forest,3,15,0,0,5,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVE_M_R,Permanent_ice_and_snow,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Shrubland,0,0,0,0,0,0,0,0,19,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Bareland,0,3,0,0,2,0,0,0,21,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Built-up,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Forest,0,0,0,0,0,0,0,0,15,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Wetland,0,0,0,0,2,0,0,0,60,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVE_M_R,Water,0,6,0,0,0,0,0,0,12,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Shrubland,0,0,0,0,16,0,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Grassland,0,0,0,0,6,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Wetland,0,0,0,0,41,0,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Lichens_and_Mosses,0,0,0,0,7,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Bareland,0,0,0,0,24,0,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Built-up,0,0,0,0,7,0,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Water,0,0,0,0,0,0,0,0,0,23,0
SIBERIA_2024_GSW_Yearly_2021_42WVE_M_R,Forest,0,0,0,0,6,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVE_M_R,Water,4,7,14,14,0,1,6,0,0,0,9
SIBERIA_2024_GLC_FCS30D_2022_42WVE_M_R,Shrubland,8,0,11,12,0,1,11,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVE_M_R,Wetland,9,0,12,13,2,2,14,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_42WVE_M_R,Bareland,9,3,12,0,2,0,17,0,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_42WVE_M_R,Permanent_ice_and_snow,0,0,1,1,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVE_M_R,Forest,4,0,4,6,0,0,0,0,0,0,4
SIBERIA_2024_ESA_CALU_2024_42WVE_M_R,Grassland,0,3,0,3,1,1,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVE_M_R,Water,0,17,0,17,0,8,0,4,0,0,16
SIBERIA_2024_ESA_CALU_2024_42WVE_M_R,Wetland,0,0,0,17,2,3,0,2,0,0,12
SIBERIA_2024_ESA_CALU_2024_42WVE_M_R,Lichens_and_Mosses,0,3,0,3,1,0,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVE_M_R,Bareland,0,3,0,0,0,0,0,0,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVE_M_R,Built-up,0,3,0,3,0,0,0,0,0,0,1
