Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Shrubland,3,3,1,1,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Grassland,0,2,2,1,0,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Cropland,4,5,2,0,0,5,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Wetland,37,0,25,25,30,36,7,5,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Lichens_and_Mosses,1,3,0,1,0,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Bareland,9,5,7,0,8,9,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Built-up,9,10,7,7,4,12,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Water,31,30,21,18,0,33,1,4,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Forest,18,16,10,6,11,0,8,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VFL_M_R,Permanent_ice_and_snow,7,11,5,3,5,10,2,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Grassland,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Bareland,0,3,0,0,2,0,0,0,8,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Built-up,0,0,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Forest,0,3,0,0,2,0,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Cropland,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Wetland,0,0,0,0,2,0,0,0,112,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Water,0,8,0,0,0,0,0,0,19,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VFL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Grassland,0,0,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Wetland,0,0,0,0,64,0,0,0,0,9,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Lichens_and_Mosses,0,0,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Bareland,0,0,0,0,19,0,0,0,0,4,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Built-up,0,0,0,0,12,0,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Water,0,0,0,0,0,0,0,0,0,40,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Forest,0,0,0,0,26,0,0,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_43VFL_M_R,Permanent_ice_and_snow,0,0,0,0,9,0,0,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,Water,5,8,12,22,0,16,9,0,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,Cropland,1,0,0,8,0,3,0,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,Wetland,12,0,14,22,2,18,16,0,0,0,18,1
SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,Bareland,0,3,3,0,2,4,8,0,0,0,3,1
SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,Built-up,1,0,0,17,0,6,0,0,0,0,5,0
SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,Permanent_ice_and_snow,2,0,1,17,0,8,6,0,0,0,7,0
SIBERIA_2024_GLC_FCS30D_2022_43VFL_M_R,Forest,8,3,5,17,2,0,7,0,0,0,14,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,Grassland,0,3,0,1,0,3,0,1,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,Wetland,0,0,0,11,11,16,7,18,0,0,0,9
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,Built-up,0,3,0,1,1,1,0,2,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,Water,0,27,0,12,0,17,9,15,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,Forest,0,3,0,2,2,0,1,3,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,Lichens_and_Mosses,0,3,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VFL_M_R,Bareland,0,3,0,0,2,3,3,3,0,0,0,0
