Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Permanent_ice_and_snow,Forest,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Shrubland,19,22,14,8,3,15,2,6,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Grassland,0,3,3,3,1,2,1,3,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Wetland,27,0,22,12,0,28,3,8,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Lichens_and_Mosses,3,3,0,3,3,2,1,3,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Bareland,17,22,15,0,3,17,3,4,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Built-up,3,3,3,3,0,2,3,2,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Water,20,26,16,10,3,0,3,3,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Permanent_ice_and_snow,3,0,3,3,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WVA_M_R,Forest,12,19,6,4,2,10,2,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Shrubland,0,0,0,0,0,0,0,0,22,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Grassland,0,0,0,0,0,0,0,0,5,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Bareland,0,3,0,0,0,2,0,0,24,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Built-up,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Forest,0,1,0,0,0,0,0,0,19,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Wetland,0,0,0,0,0,2,0,0,59,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WVA_M_R,Water,0,4,0,0,0,0,0,0,14,0,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Shrubland,0,0,0,0,0,24,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Grassland,0,0,0,0,0,6,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Wetland,0,0,0,0,0,41,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Lichens_and_Mosses,0,0,0,0,0,9,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Bareland,0,0,0,0,0,28,0,0,0,8,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Built-up,0,0,0,0,0,7,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Water,0,0,0,0,0,0,0,0,0,30,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Permanent_ice_and_snow,0,0,0,0,0,4,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_42WVA_M_R,Forest,0,0,0,0,0,14,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_42WVA_M_R,Water,3,6,11,8,2,0,1,9,0,0,10
SIBERIA_2024_GLC_FCS30D_2022_42WVA_M_R,Shrubland,8,0,9,11,2,0,0,12,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WVA_M_R,Wetland,5,0,10,13,3,2,0,12,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_42WVA_M_R,Bareland,5,4,11,0,12,2,0,10,0,0,13
SIBERIA_2024_GLC_FCS30D_2022_42WVA_M_R,Forest,4,1,7,6,0,0,0,0,0,0,9
SIBERIA_2024_ESA_CALU_2024_42WVA_M_R,Water,0,19,0,19,0,0,1,11,0,0,17
SIBERIA_2024_ESA_CALU_2024_42WVA_M_R,Grassland,0,2,0,1,0,0,0,1,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVA_M_R,Wetland,0,0,0,12,0,2,0,9,0,0,16
SIBERIA_2024_ESA_CALU_2024_42WVA_M_R,Lichens_and_Mosses,0,3,0,3,0,0,0,1,0,0,3
SIBERIA_2024_ESA_CALU_2024_42WVA_M_R,Bareland,0,2,0,0,0,0,0,0,0,0,2
SIBERIA_2024_ESA_CALU_2024_42WVA_M_R,Forest,0,0,0,2,0,0,0,0,0,0,2
