Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Water,Forest,Bareland,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Shrubland,3,3,2,1,1,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Grassland,0,3,1,2,3,2,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Wetland,40,0,27,33,37,27,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Lichens_and_Mosses,3,3,0,2,3,3,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Bareland,13,12,16,11,8,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Built-up,11,9,9,2,5,9,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Water,30,37,23,0,31,25,6,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Forest,16,22,13,16,0,14,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Cropland,3,6,1,0,2,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_42WXU_M_R,Permanent_ice_and_snow,11,9,7,8,7,7,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Grassland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Bareland,0,3,0,2,0,0,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Built-up,0,1,0,0,0,0,0,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Forest,0,3,0,2,0,0,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Cropland,0,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Wetland,0,0,0,2,0,0,0,96,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Water,0,8,0,0,0,0,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_42WXU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,9,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Shrubland,0,0,0,3,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Grassland,0,0,0,6,0,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Wetland,0,0,0,63,0,0,0,0,14,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Lichens_and_Mosses,0,0,0,9,0,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Bareland,0,0,0,30,0,0,0,0,8,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Built-up,0,0,0,10,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Water,0,0,0,0,0,0,0,0,42,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Forest,0,0,0,29,0,0,0,0,9,0,0,0
SIBERIA_2024_GSW_Yearly_2021_42WXU_M_R,Permanent_ice_and_snow,0,0,0,10,0,0,0,0,2,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,Water,16,17,21,0,21,23,13,0,0,7,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,Cropland,1,0,2,0,2,5,0,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,Wetland,15,0,15,6,17,16,10,0,0,13,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,Bareland,8,3,12,3,13,0,9,0,0,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,Built-up,5,1,9,0,5,12,0,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,Permanent_ice_and_snow,7,1,10,0,13,14,4,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_42WXU_M_R,Forest,14,4,12,2,0,16,8,0,0,10,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,Grassland,0,3,0,2,3,2,1,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,Wetland,0,0,0,14,16,16,9,0,0,0,6,17
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,Forest,0,3,0,2,0,3,1,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,Water,0,23,0,0,15,19,6,0,0,0,0,13
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,Lichens_and_Mosses,0,3,0,2,3,3,1,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,Bareland,0,3,0,2,3,0,3,0,0,0,0,3
SIBERIA_2024_ESRI_Annual_LULC_2024_42WXU_M_R,Built-up,0,1,0,0,1,1,0,0,0,0,0,0
