Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Water,Forest,Bareland,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Shrubland,3,3,1,1,3,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Grassland,0,2,1,0,2,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Cropland,6,7,5,0,11,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Wetland,34,0,13,23,32,7,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Lichens_and_Mosses,1,1,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Bareland,6,6,10,10,8,0,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Built-up,6,4,6,0,12,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Water,34,27,22,0,38,14,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Forest,22,20,11,12,0,8,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44VPR_M_R,Permanent_ice_and_snow,11,12,4,5,13,1,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Grassland,0,0,0,0,0,0,0,4,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Cropland,0,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,1,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Bareland,0,2,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Built-up,0,0,0,0,0,0,0,4,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Forest,0,3,0,2,0,0,0,23,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Wetland,0,0,0,2,0,0,0,64,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Water,0,7,0,0,0,0,0,18,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44VPR_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,12,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Shrubland,0,0,0,3,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Grassland,0,0,0,4,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Cropland,0,0,0,2,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Wetland,0,0,0,46,0,0,0,0,11,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Lichens_and_Mosses,0,0,0,3,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Bareland,0,0,0,18,0,0,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Built-up,0,0,0,4,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Water,0,0,0,0,0,0,0,0,36,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Forest,0,0,0,35,0,0,0,0,7,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44VPR_M_R,Permanent_ice_and_snow,0,0,0,14,0,0,0,0,2,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,Water,11,7,7,0,18,20,14,0,0,19,7,0
SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,Cropland,1,0,0,0,3,8,3,0,0,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,Wetland,6,0,5,2,10,14,4,0,0,11,2,0
SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,Bareland,0,2,1,0,4,0,1,0,0,4,1,0
SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,Built-up,1,0,2,0,1,7,0,0,0,1,2,0
SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,Permanent_ice_and_snow,3,0,3,0,8,12,5,0,0,8,0,0
SIBERIA_2024_GLC_FCS30D_2022_44VPR_M_R,Forest,9,3,10,2,0,15,10,0,0,17,8,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R,Grassland,0,2,0,1,3,0,0,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R,Wetland,0,0,0,11,13,12,1,0,0,0,7,15
SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R,Water,0,14,0,0,14,9,0,0,0,0,2,16
SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R,Forest,0,3,0,2,0,3,2,0,0,0,2,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R,Bareland,0,1,0,2,3,0,1,0,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44VPR_M_R,Lichens_and_Mosses,0,0,0,1,2,0,1,0,0,0,0,0
