Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland,Cropland
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Shrubland,3,3,3,2,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Grassland,0,3,3,2,0,1,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Wetland,37,0,30,25,0,29,36,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Lichens_and_Mosses,3,3,0,2,0,0,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Bareland,8,10,5,0,3,9,8,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Built-up,12,10,8,12,0,6,16,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Water,35,34,31,28,3,0,32,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Forest,21,22,18,15,7,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Cropland,6,5,3,3,0,1,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45WVQ_M_R,Permanent_ice_and_snow,16,19,17,13,4,12,16,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Shrubland,0,0,0,0,0,0,0,0,3,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Grassland,0,0,0,0,0,0,0,0,6,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Bareland,0,2,0,0,0,0,0,0,13,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Built-up,0,0,0,0,0,0,0,0,10,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Forest,0,3,0,0,0,2,0,0,25,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Cropland,0,0,0,0,0,0,0,0,5,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Wetland,0,0,0,0,0,2,0,0,100,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Water,0,7,0,0,0,0,0,0,25,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45WVQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,19,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Shrubland,0,0,0,0,0,5,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Grassland,0,0,0,0,0,8,0,0,0,1,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Wetland,0,0,0,0,0,62,0,0,0,11,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Lichens_and_Mosses,0,0,0,0,0,7,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Bareland,0,0,0,0,0,21,0,0,0,3,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Built-up,0,0,0,0,0,20,0,0,0,2,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Water,0,0,0,0,0,0,0,0,0,49,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Forest,0,0,0,0,0,39,0,0,0,7,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Cropland,0,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45WVQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,28,0,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,Water,20,7,9,24,23,0,20,0,0,0,23,0
SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,Cropland,2,0,1,6,6,0,1,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,Wetland,13,0,10,14,17,2,13,0,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,Bareland,0,2,0,0,5,0,4,0,0,0,4,0
SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,Built-up,5,0,3,13,0,0,6,0,0,0,9,0
SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,Permanent_ice_and_snow,13,0,4,16,16,0,16,0,0,0,16,0
SIBERIA_2024_GLC_FCS30D_2022_45WVQ_M_R,Forest,13,3,6,15,16,2,0,0,0,0,17,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,Grassland,0,3,0,1,1,2,3,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,Wetland,0,0,0,11,6,11,12,17,0,0,0,5
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,Bareland,0,3,0,0,3,2,3,3,0,0,0,2
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,Water,0,23,0,14,6,0,15,23,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,Forest,0,3,0,3,3,2,0,3,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,Lichens_and_Mosses,0,2,0,0,0,1,2,1,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45WVQ_M_R,Built-up,0,0,0,1,0,1,0,2,0,0,0,0
