Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Shrubland,3,1,3,3,3,3,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Grassland,0,0,3,1,2,1,0,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Cropland,15,0,17,5,4,7,5,12,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Wetland,44,13,0,34,32,31,35,41,4,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Lichens_and_Mosses,3,1,3,0,2,1,2,3,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Bareland,19,3,14,15,0,12,14,18,3,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Built-up,24,2,22,11,17,0,15,22,2,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Water,45,2,44,29,39,23,0,42,4,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Forest,19,1,21,12,15,14,11,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43VDJ_M_R,Permanent_ice_and_snow,15,2,16,8,11,10,10,16,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Shrubland,0,0,0,0,0,0,0,0,0,3,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Grassland,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Cropland,0,0,0,0,0,0,0,0,0,18,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,0,6,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Bareland,0,0,3,0,0,0,2,0,0,17,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Built-up,0,0,3,0,0,0,2,0,0,25,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Forest,0,0,3,0,0,0,2,0,0,24,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Wetland,0,0,0,0,0,0,2,0,0,156,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Water,0,0,9,0,0,0,0,0,0,29,0,0
SIBERIA_2024_GWL_FCS30D_2022_43VDJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,0,16,0,0
