Dataset,MajorityClass,Grassland,Cropland,Wetland,Lichens_and_Mosses,Bareland,Built-up,Water,Forest,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Shrubland,0,0,0,0,0,0,6,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Grassland,0,0,0,0,0,0,5,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Wetland,0,0,0,0,0,0,83,0,0,0,14,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,5,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Bareland,0,0,0,0,0,0,36,0,0,0,7,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Built-up,0,0,0,0,0,0,37,0,0,0,8,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Water,0,0,0,0,0,0,0,0,0,0,79,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Forest,0,0,0,0,0,0,36,0,0,0,6,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Cropland,0,0,0,0,0,0,9,0,0,0,1,0
SIBERIA_2024_GSW_Yearly_2021_43VDJ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,18,0,0,0,3,0
SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,Water,14,9,9,18,27,23,0,27,0,0,0,26
SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,Cropland,4,0,0,4,17,12,0,10,0,0,0,11
SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,Wetland,15,15,0,17,26,21,2,21,0,0,0,24
SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,Bareland,5,5,3,7,0,16,2,14,0,0,0,19
SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,Built-up,10,9,3,13,19,0,2,16,0,0,0,16
SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,Permanent_ice_and_snow,6,6,0,7,19,17,0,12,0,0,0,17
SIBERIA_2024_GLC_FCS30D_2022_43VDJ_M_R,Forest,7,7,3,10,19,11,2,0,0,0,0,15
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Grassland,0,1,3,0,2,2,2,3,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Wetland,0,15,0,0,19,19,15,15,19,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Lichens_and_Mosses,0,1,3,0,1,1,2,2,1,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Bareland,0,2,3,0,0,3,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Built-up,0,3,3,0,3,0,2,3,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Water,0,8,32,0,25,22,0,17,20,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Forest,0,3,3,0,3,3,2,0,3,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43VDJ_M_R,Cropland,0,0,1,0,0,0,0,0,0,0,0,0
