Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Shrubland,3,3,3,1,2,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Grassland,0,3,2,0,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Wetland,33,0,30,6,26,30,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Lichens_and_Mosses,3,3,0,0,0,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Bareland,5,7,3,0,4,6,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Built-up,1,6,2,0,1,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Water,31,31,24,11,0,28,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Forest,18,21,12,5,11,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Cropland,4,7,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44WPU_M_R,Permanent_ice_and_snow,12,16,10,1,10,14,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,6,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Bareland,0,0,0,0,0,0,8,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Built-up,0,0,0,0,0,0,6,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Forest,0,3,0,0,2,0,24,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Cropland,0,0,0,0,0,0,7,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Wetland,0,0,0,0,2,0,93,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Water,0,7,0,0,0,0,23,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44WPU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,16,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Shrubland,0,0,0,0,4,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Grassland,0,0,0,0,5,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Wetland,0,0,0,0,47,0,0,10,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Lichens_and_Mosses,0,0,0,0,5,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Bareland,0,0,0,0,6,0,0,1,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Built-up,0,0,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Water,0,0,0,0,0,0,0,40,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Forest,0,0,0,0,28,0,0,7,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44WPU_M_R,Permanent_ice_and_snow,0,0,0,0,17,0,0,4,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,Water,10,7,2,19,0,18,0,0,21,10,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,Cropland,1,0,1,2,0,3,0,0,3,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,Wetland,11,0,12,14,2,12,0,0,16,13,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,Bareland,0,0,0,0,0,4,0,0,2,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,Built-up,0,0,0,1,0,0,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,Permanent_ice_and_snow,7,0,2,14,0,9,0,0,15,5,0,0
SIBERIA_2024_GLC_FCS30D_2022_44WPU_M_R,Forest,7,3,4,13,2,0,0,0,14,5,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,Grassland,0,3,0,0,2,3,0,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,Wetland,0,0,0,2,10,10,0,0,0,1,5,15
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,Forest,0,3,0,3,2,0,0,0,0,0,2,3
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,Water,0,21,0,5,0,13,0,0,0,0,0,18
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,Lichens_and_Mosses,0,3,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44WPU_M_R,Bareland,0,1,0,0,1,2,0,0,0,0,0,0
