Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Water,Forest,Bareland,Built-up,Non_Wetland,Non_Water,Shrubland,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Shrubland,3,3,3,2,3,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Grassland,0,2,1,1,3,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Cropland,7,7,3,1,9,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Wetland,31,0,14,22,32,10,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Lichens_and_Mosses,2,1,0,1,3,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Bareland,10,5,9,5,7,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Built-up,4,3,6,2,11,3,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Water,31,29,24,0,32,21,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Forest,22,18,11,12,0,9,1,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUL_M_R,Permanent_ice_and_snow,8,7,6,4,13,1,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Shrubland,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Grassland,0,0,0,0,0,0,0,4,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Cropland,0,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,2,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Bareland,0,2,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Built-up,0,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Forest,0,3,0,2,0,0,0,21,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Wetland,0,0,0,2,0,0,0,60,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Water,0,7,0,0,0,0,0,18,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUL_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Shrubland,0,0,0,5,0,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Grassland,0,0,0,6,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Cropland,0,0,0,2,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Wetland,0,0,0,45,0,0,0,0,10,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Lichens_and_Mosses,0,0,0,5,0,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Bareland,0,0,0,19,0,0,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Built-up,0,0,0,4,0,0,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Water,0,0,0,0,0,0,0,0,35,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Forest,0,0,0,37,0,0,0,0,7,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUL_M_R,Permanent_ice_and_snow,0,0,0,11,0,0,0,0,1,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,Water,10,7,8,0,17,21,14,0,0,20,3,0
SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,Cropland,1,0,1,0,3,6,2,0,0,4,0,0
SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,Wetland,4,0,5,2,10,14,5,0,0,10,2,0
SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,Bareland,1,2,1,0,2,0,4,0,0,4,1,0
SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,Built-up,1,0,2,0,1,7,0,0,0,2,1,0
SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,Permanent_ice_and_snow,1,0,1,0,5,13,5,0,0,8,2,0
SIBERIA_2024_GLC_FCS30D_2022_45VUL_M_R,Forest,7,3,7,2,0,15,10,0,0,15,8,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,Grassland,0,2,0,1,3,1,0,0,0,0,1,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,Wetland,0,0,0,11,14,12,2,0,0,0,5,13
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,Water,0,16,0,0,16,11,0,0,0,0,2,14
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,Forest,0,3,0,2,0,3,2,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,Lichens_and_Mosses,0,1,0,0,2,0,0,0,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUL_M_R,Bareland,0,1,0,2,3,0,1,0,0,0,0,2
