Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Shrubland,21,17,12,4,6,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Grassland,0,3,2,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Wetland,65,0,45,48,64,7,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Lichens_and_Mosses,3,3,0,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Bareland,50,33,37,0,42,4,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Built-up,2,3,3,3,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Water,47,31,29,43,0,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Permanent_ice_and_snow,22,13,17,23,18,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_44XNH_M_R,Forest,9,10,4,0,0,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Shrubland,0,0,0,0,0,0,17,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Grassland,0,0,0,0,0,0,7,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,8,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Bareland,0,24,0,0,7,0,41,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Built-up,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Permanent_ice_and_snow,0,7,0,0,0,0,15,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Forest,0,0,0,0,0,0,10,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Wetland,0,0,0,0,6,0,92,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_44XNH_M_R,Water,0,33,0,0,0,0,27,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Shrubland,0,0,0,0,12,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Grassland,0,0,0,0,2,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Wetland,0,0,0,0,78,0,0,29,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Lichens_and_Mosses,0,0,0,0,10,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Bareland,0,0,0,0,65,0,0,20,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Built-up,0,0,0,0,4,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Water,0,0,0,0,0,0,0,48,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Permanent_ice_and_snow,0,0,0,0,22,0,0,4,0,0,0
SIBERIA_2024_GSW_Yearly_2021_44XNH_M_R,Forest,0,0,0,0,2,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,Water,0,66,20,14,0,0,0,0,25,21,9
SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,Wetland,6,0,22,20,7,7,0,0,19,12,6
SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,Bareland,8,59,38,0,15,3,0,0,36,36,8
SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,Permanent_ice_and_snow,5,21,14,14,6,2,0,0,14,7,0
SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,Forest,1,0,2,6,0,0,0,0,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_44XNH_M_R,Shrubland,5,4,8,12,0,2,0,0,0,2,0
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,Water,0,8,0,48,0,3,0,0,0,0,72
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,Grassland,0,1,0,1,2,1,0,0,0,0,4
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,Lichens_and_Mosses,0,2,0,1,1,2,0,0,0,0,8
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,Bareland,0,2,0,0,13,0,0,0,0,0,62
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,Wetland,0,0,0,33,49,4,0,0,0,0,93
SIBERIA_2024_ESRI_Annual_LULC_2024_44XNH_M_R,Shrubland,0,0,0,0,1,0,0,0,0,0,10
SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,Grassland,0,3,0,3,0,0,0,0,2,0,0
SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,Wetland,0,0,0,41,3,1,0,0,30,0,1
SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,Lichens_and_Mosses,0,3,0,7,0,0,0,0,4,0,0
SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,Water,0,45,0,53,0,0,0,0,18,0,14
SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,Permanent_ice_and_snow,0,3,0,2,0,0,0,0,1,0,0
SIBERIA_2024_ESA_CALU_2024_44XNH_M_R,Bareland,0,6,0,0,2,0,0,0,0,0,1
