Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Forest,Water,Bareland,Non_Wetland,Non_Water,Shrubland,Built-up,Cropland,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Shrubland,3,3,1,3,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Grassland,0,1,1,1,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Cropland,5,4,1,6,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Wetland,24,0,10,31,22,9,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Lichens_and_Mosses,1,1,0,1,0,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Bareland,5,5,4,5,4,0,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Built-up,1,1,1,3,0,1,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Water,19,24,8,28,0,13,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Forest,16,20,2,0,13,2,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_45VUH_M_R,Permanent_ice_and_snow,10,12,3,11,9,5,0,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Grassland,0,0,0,0,0,0,3,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Cropland,0,0,0,0,0,0,4,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Lichens_and_Mosses,0,0,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Bareland,0,2,0,0,0,0,6,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Built-up,0,0,0,0,0,0,1,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Forest,0,3,0,0,2,0,23,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Wetland,0,0,0,0,2,0,52,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Water,0,7,0,0,0,0,15,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_45VUH_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,12,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Shrubland,0,0,0,0,3,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Wetland,0,0,0,0,38,0,0,11,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Bareland,0,0,0,0,10,0,0,2,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Water,0,0,0,0,0,0,0,27,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Forest,0,0,0,0,24,0,0,7,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Cropland,0,0,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Permanent_ice_and_snow,0,0,0,0,13,0,0,4,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_45VUH_M_R,Grassland,0,0,0,0,1,0,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R,Water,1,7,0,12,0,19,0,0,14,6,0,0
SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R,Cropland,0,0,0,3,0,4,0,0,4,1,0,0
SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R,Wetland,4,0,1,11,2,11,0,0,9,5,2,0
SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R,Bareland,0,2,0,3,0,0,0,0,0,2,0,0
SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R,Built-up,0,0,0,0,0,1,0,0,0,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R,Permanent_ice_and_snow,1,0,1,10,0,14,0,0,9,7,2,0
SIBERIA_2024_GLC_FCS30D_2022_45VUH_M_R,Forest,4,3,5,0,2,13,0,0,10,9,3,0
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUH_M_R,Wetland,0,0,0,14,12,9,0,0,0,0,7,20
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUH_M_R,Water,0,15,0,14,0,6,0,0,0,0,1,21
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUH_M_R,Forest,0,3,0,0,2,2,0,0,0,0,2,3
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUH_M_R,Grassland,0,2,0,3,0,0,0,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_45VUH_M_R,Bareland,0,1,0,2,2,0,0,0,0,1,0,2
