Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Non_Wetland,Non_Water,Shrubland,Built-up,Permanent_ice_and_snow
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Shrubland,3,3,3,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Grassland,0,3,3,1,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Wetland,33,0,33,31,35,22,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Lichens_and_Mosses,3,3,0,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Bareland,5,13,13,0,10,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Built-up,9,11,8,5,4,2,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Water,28,38,33,24,0,23,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Forest,16,22,11,4,8,0,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WFU_M_R,Permanent_ice_and_snow,14,16,14,8,13,10,0,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Shrubland,0,0,0,0,0,0,3,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Grassland,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Lichens_and_Mosses,0,0,0,0,0,0,6,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Bareland,0,3,0,0,1,0,16,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Built-up,0,3,0,0,0,0,11,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Forest,0,2,0,0,0,0,25,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Wetland,0,0,0,0,2,0,90,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Water,0,7,0,0,0,0,26,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WFU_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,16,0,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Shrubland,0,0,0,0,5,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Grassland,0,0,0,0,7,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Wetland,0,0,0,0,64,0,0,13,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Lichens_and_Mosses,0,0,0,0,10,0,0,2,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Bareland,0,0,0,0,22,0,0,5,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Built-up,0,0,0,0,11,0,0,1,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Water,0,0,0,0,0,0,0,45,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Forest,0,0,0,0,27,0,0,3,0,0,0
SIBERIA_2024_GSW_Yearly_2021_43WFU_M_R,Permanent_ice_and_snow,0,0,0,0,18,0,0,5,0,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R,Water,16,17,21,20,0,11,0,0,23,18,0
SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R,Wetland,14,0,14,14,5,6,0,0,17,15,0
SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R,Bareland,1,3,8,0,1,0,0,0,9,12,0
SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R,Built-up,2,3,2,6,0,0,0,0,8,0,0
SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R,Permanent_ice_and_snow,11,4,14,12,0,4,0,0,15,13,0
SIBERIA_2024_GLC_FCS30D_2022_43WFU_M_R,Forest,7,2,10,14,0,0,0,0,17,10,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R,Water,0,25,0,9,0,10,0,0,0,0,24
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R,Grassland,0,3,0,1,2,3,0,0,0,1,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R,Lichens_and_Mosses,0,3,0,3,2,2,0,0,0,2,3
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R,Bareland,0,3,0,0,2,2,0,0,0,1,2
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R,Forest,0,3,0,0,0,0,0,0,0,0,1
SIBERIA_2024_ESRI_Annual_LULC_2024_43WFU_M_R,Wetland,0,0,0,8,11,13,0,0,0,13,19
