,0
SIBERIA_2024_WorldCover_2021_42WWA_M_R,1540
SIBERIA_2024_GLC_FCS30D_2022_42WWA_M_R,1471
SIBERIA_2024_ESRI_Annual_LULC_2024_42WWA_M_R,1267
SIBERIA_2024_GWL_FCS30D_2022_42WWA_M_R,1027
SIBERIA_2024_ESA_CALU_2024_42WWA_M_R,783
SIBERIA_2024_GSW_Yearly_2021_42WWA_M_R,596
