Dataset,MajorityClass,Grassland,Wetland,Lichens_and_Mosses,Bareland,Water,Forest,Built-up,Permanent_ice_and_snow,Non_Wetland,Non_Water,Shrubland
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Shrubland,56,63,49,11,35,42,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Grassland,0,3,3,2,2,3,1,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Wetland,147,0,132,66,115,87,6,2,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Lichens_and_Mosses,3,3,0,3,2,3,0,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Bareland,73,74,92,0,59,38,14,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Built-up,17,16,18,11,13,9,0,1,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Water,106,95,111,61,0,59,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Forest,71,67,43,21,44,0,2,0,0,0,0
SIBERIA_2024_WorldCover_2021_43WEQ_M_R,Permanent_ice_and_snow,15,19,14,15,12,10,2,0,0,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Shrubland,0,0,0,0,0,0,0,0,116,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Grassland,0,0,0,0,0,0,0,0,24,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Lichens_and_Mosses,0,0,0,0,0,0,0,0,24,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Bareland,0,24,0,0,10,0,0,0,159,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Built-up,0,0,0,0,0,0,0,0,29,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Forest,0,18,0,0,8,0,0,0,141,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Wetland,0,0,0,0,24,0,0,0,449,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Water,0,44,0,0,0,0,0,0,101,0,0
SIBERIA_2024_GWL_FCS30D_2022_43WEQ_M_R,Permanent_ice_and_snow,0,0,0,0,0,0,0,0,19,0,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Shrubland,0,0,0,0,56,0,0,0,0,12,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Grassland,0,0,0,0,13,0,0,0,0,2,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Wetland,0,0,0,0,215,0,0,0,0,46,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Lichens_and_Mosses,0,0,0,0,18,0,0,0,0,3,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Bareland,0,0,0,0,124,0,0,0,0,23,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Built-up,0,0,0,0,25,0,0,0,0,5,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Water,0,0,0,0,0,0,0,0,0,130,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Forest,0,0,0,0,95,0,0,0,0,13,0
SIBERIA_2024_GSW_Yearly_2021_43WEQ_M_R,Permanent_ice_and_snow,0,0,0,0,22,0,0,0,0,6,0
SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,Water,37,44,41,72,0,56,38,0,0,0,36
SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,Wetland,62,0,58,101,24,78,56,0,0,0,67
SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,Bareland,35,24,59,0,10,51,64,0,0,0,45
SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,Built-up,9,0,8,21,0,13,0,0,0,0,3
SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,Permanent_ice_and_snow,15,0,11,15,0,14,14,0,0,0,15
SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,Forest,35,18,22,61,8,0,18,0,0,0,44
SIBERIA_2024_GLC_FCS30D_2022_43WEQ_M_R,Shrubland,37,0,27,62,0,43,21,0,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Water,0,101,0,35,0,41,21,89,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Grassland,0,11,0,2,5,10,5,9,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Lichens_and_Mosses,0,10,0,4,5,9,4,10,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Bareland,0,68,0,0,33,44,43,62,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Built-up,0,4,0,2,1,2,0,4,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Forest,0,50,0,1,24,0,5,36,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Wetland,0,0,0,25,75,73,32,117,0,0,0
SIBERIA_2024_ESRI_Annual_LULC_2024_43WEQ_M_R,Shrubland,0,56,0,0,21,36,11,48,0,0,0
SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,Grassland,0,10,0,8,0,6,0,0,0,0,13
SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,Water,0,105,0,94,0,54,0,6,0,0,90
SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,Wetland,0,0,0,72,19,47,0,0,0,0,70
SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,Lichens_and_Mosses,0,11,0,14,0,1,0,0,0,0,9
SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,Bareland,0,21,0,0,1,1,0,0,0,0,12
SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,Forest,0,29,0,20,0,0,0,0,0,0,36
SIBERIA_2024_ESA_CALU_2024_43WEQ_M_R,Built-up,0,9,0,22,0,0,0,0,0,0,5
