,7,8,12,13,15,20,255,16,9,5
17MQN,2859285,8388,97020,39445,12989,1580503,8797970,0,0,0
17MQP,1221357,87553,6338,34984,14180,5129581,6901607,0,0,0
17MQQ,79758,3652,975,8747,22967,10959823,2319678,0,0,0
17MQR,3123,1,328,12929,15144,11334465,2029610,0,0,0
17MQS,110820,426,2556,94443,15675,6322895,6848785,0,0,0
17MQT,90211,6927,1494,35390,32105,3911060,9318177,236,0,0
17MQU,49325,16043,105075,163394,11021,3015497,10026467,8778,0,0
17MRM,4175615,2926,133179,13732,24919,1799475,7245754,0,0,0
17MRN,2000306,276,20019,7161,12798,5929739,5425301,0,0,0
17MRP,473384,3398,318,14900,8873,9424125,3470602,0,0,0
17MRQ,274,0,93,912,59782,12844140,490399,0,0,0
17MRR,50,0,54,532,105039,12438691,851234,0,0,0
17MRS,32,0,12,483,93569,12368747,932757,0,0,0
17MRT,60,0,40,8532,36377,12158833,1191758,0,0,0
17MRU,2786,4,472,17915,29938,11367338,1977147,0,0,0
17MRV,6193,2204,5504,9231,26386,8213115,5124332,8632,3,0
17NRA,261112,4071,2691,113113,20547,5924749,7061179,8138,0,0
17NRB,153931,372,733,30479,15036,5216280,7978388,0,381,0
18LTQ,4845281,11104,320149,28697,33459,189411,7888750,78749,0,0
18LTR,4064149,5573,112148,6889,23853,2453293,6700300,29395,0,0
18LUP,7279978,660,151985,23919,109232,463161,5347290,13493,5882,0
18LUQ,3090245,2470,1920,35198,28011,5809888,4427868,0,0,0
18LUR,130797,4484,461,10673,30057,10846256,2372872,0,0,0
18LVM,5149688,122647,514145,72806,73522,97578,7360407,4707,100,0
18LVN,4285787,47160,64779,20578,44596,4177495,4753700,1399,106,0
18LVP,1222996,33,5549,5554,29963,9883330,2248157,15,3,0
18LVQ,89282,130,4057,5470,61937,10909699,2325025,0,0,0
18LVR,16491,334,1339,5837,36163,11909306,1426130,0,0,0
18LWL,4733050,13655,378748,51251,10076,128139,8080670,0,11,0
18LWM,3209015,1605,9940,10451,22620,4692745,5447978,1246,0,0
18LWN,780385,91,1215,17402,38281,10042972,2513731,1523,0,0
18LWP,14182,5,48,6385,75537,12554333,745110,0,0,0
18LWQ,14781,0,77,1364,189181,11780811,1409315,0,71,0
18LWR,158808,2265,81,49315,297707,8569598,4317512,0,314,0
18LXL,3055748,5074,19236,15465,25523,5152082,5121580,881,11,0
18LXM,134999,5,1041,8096,27770,11428283,1795406,0,0,0
18LXN,1891,0,585,189,63722,11952259,1376954,0,0,0
18LXP,6012,0,219,1828,148613,12561074,677854,0,0,0
18LXQ,7728,0,3,288,30944,13025329,331307,0,1,0
