Tile_ID,Existing_data_location,layer,tile_crs,tile_resolution
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/ESRI_Annual_LULC_2024/41V_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_N60E066_Map.tif,WorldCover_2021,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_N60E063_Map.tif,WorldCover_2021,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/ESRI_Annual_LULC_2024/42V_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_E65N65_Annual.tif,GLC_FCS30D_2022,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/GWL_FCS30D_2022/GWL_FCS30D_2022Maps_E60N65.tif,GWL_FCS30D_2022,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_E60N65_Annual.tif,GLC_FCS30D_2022,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/GWL_FCS30D_2022/GWL_FCS30D_2022Maps_E65N65.tif,GWL_FCS30D_2022,EPSG:32641,30
41VPH,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/GSW_Yearly_2021/yearlyClassification2021_0000040000-0000960000.tif,GSW_Yearly_2021,EPSG:32641,30
41VPJ,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/ESRI_Annual_LULC_2024/41V_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32641,30
41VPJ,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_N60E066_Map.tif,WorldCover_2021,EPSG:32641,30
41VPJ,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_N60E063_Map.tif,WorldCover_2021,EPSG:32641,30
41VPJ,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/ESRI_Annual_LULC_2024/42V_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32641,30
41VPJ,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_E65N65_Annual.tif,GLC_FCS30D_2022,EPSG:32641,30
41VPJ,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Siberia/2024/GWL_FCS30D_2022/GWL_FCS30D_2022Maps_E60N65.tif,GWL_FCS30D_2022,EPSG:32641,30
