Tile_ID,Existing_data_location,layer,tile_crs,tile_resolution
17MQN,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/DynamicWorld_2024/DynamicWorld_Amazon_Extension_2024-0000196608-0000000000.tif,DynamicWorld_2024,EPSG:32717,30
17MQN,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_W80S5_Annual.tif,GLC_FCS30D_2022,EPSG:32717,30
17MQN,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/GWL_FCS30D_2022/2022_GWL_FCS30D_2022Maps_W80S5.tif,GWL_FCS30D_2022,EPSG:32717,30
17MQN,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_S09W081_Map.tif,WorldCover_2021,EPSG:32717,30
17MQN,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/ESRI_Annual_LULC_2024/17M_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32717,30
17MQN,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/GSW_Yearly_2021/yearlyClassification2021_0000320000-0000400000.tif,GSW_Yearly_2021,EPSG:32717,30
17MQP,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/DynamicWorld_2024/DynamicWorld_Amazon_Extension_2024-0000196608-0000000000.tif,DynamicWorld_2024,EPSG:32717,30
17MQP,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/GLC_FCS30D_2022/GLC_FCS30D_20002022_W80S5_Annual.tif,GLC_FCS30D_2022,EPSG:32717,30
17MQP,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/GWL_FCS30D_2022/2022_GWL_FCS30D_2022Maps_W80S5.tif,GWL_FCS30D_2022,EPSG:32717,30
17MQP,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_S09W081_Map.tif,WorldCover_2021,EPSG:32717,30
17MQP,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/WorldCover_2021/ESA_WorldCover_10m_2021_v200_S06W081_Map.tif,WorldCover_2021,EPSG:32717,30
17MQP,/g100_work/pMI25_DICA/qxu00001/ESA_CCI_HRLC_Phase2/Existing_products/Amazon_Extension/2024/ESRI_Annual_LULC_2024/17M_20240101-20241231.tif,ESRI_Annual_LULC_2024,EPSG:32717,30
